,Unnamed: 0,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
19,19,20,Eric Ebron,IND,TE,25,16,8,0,1,0,0,0,3,-8,-2.67,1,110,66,750,11.36,13,1.0,1,14,0.0,0.0,156.0,222.2,226.2,189.2,73.0,4,20.0,EbroEr00
20,20,21,Matt Ryan,ATL,QB,33,16,16,422,608,4924,35,7,33,125,3.79,3,1,1,5,5.0,1,10.0,5,4,0.0,2.0,354.0,355.0,373.0,361.5,71.0,2,21.0,RyanMa00
21,21,22,JuJu Smith-Schuster,PIT,WR,22,16,13,0,0,0,0,0,1,13,13.0,0,166,111,1426,12.85,7,1.0,1,7,1.0,0.0,186.0,296.9,300.9,241.4,70.0,9,22.0,SmitJu00
22,22,23,Kareem Hunt,KAN,RB,23,11,11,0,0,0,0,0,181,824,4.55,7,35,26,378,14.54,7,0.0,0,14,0.0,0.0,204.0,230.2,236.2,217.2,69.0,8,23.0,HuntKa00
23,23,24,Joe Mixon,CIN,RB,22,14,13,0,0,0,0,0,237,1168,4.93,8,55,43,296,6.88,1,0.0,0,9,0.0,0.0,200.0,243.4,249.4,221.9,65.0,9,24.0,MixoJo00
24,24,25,Robert Woods,LAR,WR,26,16,16,0,0,0,0,0,19,157,8.26,1,130,86,1219,14.17,6,0.0,0,7,0.0,0.0,180.0,265.6,271.6,222.6,63.0,10,25.0,WoodRo02
25,25,26,David Johnson,ARI,RB,27,16,16,0,0,0,0,0,258,940,3.64,7,76,50,446,8.92,3,3.0,2,10,1.0,0.0,197.0,246.6,254.6,221.6,61.0,10,26.0,JohnDa08
26,26,27,Ben Roethlisberger,PIT,QB,36,16,16,452,675,5129,34,16,31,98,3.16,3,1,1,-1,-1.0,0,7.0,2,3,0.0,4.0,341.0,341.9,362.9,357.4,58.0,3,27.0,RoetBe00
27,27,28,James White,NWE,RB,26,16,3,0,0,0,0,0,94,425,4.52,5,123,87,751,8.63,7,0.0,0,12,0.0,0.0,190.0,276.6,282.6,233.1,54.0,11,28.0,WhitJa02
28,28,29,Phillip Lindsay,DEN,RB,24,15,8,0,0,0,0,0,192,1037,5.4,9,47,35,241,6.89,1,0.0,0,10,0.0,0.0,188.0,222.8,228.8,205.3,52.0,12,29.0,LindPh00
29,29,30,Derrick Henry,TEN,RB,24,16,12,2,3,14,0,0,215,1059,4.93,12,18,15,99,6.6,0,1.0,1,12,0.0,0.0,186.0,201.4,205.4,193.9,51.0,13,30.0,HenrDe00
30,30,31,Deshaun Watson,HOU,QB,23,16,16,345,505,4165,26,9,99,551,5.57,5,0,0,0,0.0,0,9.0,3,5,0.0,0.0,332.0,331.7,349.7,340.7,49.0,4,31.0,WatsDe00
31,31,32,Tyler Lockett,SEA,WR,26,16,14,0,0,0,0,0,13,69,5.31,0,70,57,965,16.93,10,2.0,0,10,1.0,0.0,165.0,222.4,225.4,193.9,49.0,11,32.0,LockTy00
32,32,33,Stefon Diggs,MIN,WR,25,15,14,0,0,0,0,0,10,62,6.2,0,149,102,1021,10.01,9,0.0,0,9,1.0,0.0,164.0,266.3,269.3,215.3,48.0,12,33.0,DiggSt00
33,33,34,Brandin Cooks,LAR,WR,25,16,16,0,0,0,0,0,10,68,6.8,1,117,80,1204,15.05,5,1.0,0,6,0.0,0.0,163.0,243.2,246.2,203.2,47.0,13,34.0,CookBr00
34,34,35,Keenan Allen,LAC,WR,26,16,14,0,0,0,0,0,9,75,8.33,0,136,97,1196,12.33,6,3.0,1,6,1.0,0.0,163.0,260.1,264.1,211.6,47.0,14,35.0,AlleKe00
35,35,36,T.Y. Hilton,IND,WR,29,14,14,0,0,0,0,0,0,0,0.0,0,120,76,1270,16.71,6,0.0,0,6,0.0,0.0,163.0,239.0,242.0,201.0,47.0,15,36.0,HiltT.00
36,36,37,Chris Carson,SEA,RB,24,14,14,0,0,0,0,0,247,1151,4.66,9,24,20,163,8.15,0,3.0,2,9,0.0,0.0,181.0,201.4,209.4,191.4,46.0,14,37.0,CarsCh00
37,37,38,Andrew Luck,IND,QB,29,16,16,430,639,4593,39,15,46,148,3.22,0,2,1,4,4.0,0,6.0,1,0,0.0,2.0,327.0,327.9,349.9,342.4,44.0,5,38.0,LuckAn00
38,38,39,Jared Cook,OAK,TE,31,16,14,0,0,0,0,0,0,0,0.0,0,101,68,896,13.18,6,0.0,0,6,0.0,0.0,126.0,193.6,196.6,159.6,43.0,5,39.0,CookJa02
39,39,40,Nick Chubb,CLE,RB,23,16,9,0,0,0,0,0,192,996,5.19,8,29,20,149,7.45,2,0.0,0,10,0.0,0.0,175.0,194.5,200.5,184.5,39.0,15,40.0,ChubNi00
40,40,41,Odell Beckham Jr.,NYG,WR,26,12,12,2,2,106,2,0,5,19,3.8,0,124,77,1052,13.66,6,2.0,1,6,0.0,0.0,153.0,230.3,234.3,191.8,37.0,16,41.0,BeckOd00
41,41,42,Adrian Peterson,WAS,RB,33,16,16,0,0,0,0,0,251,1042,4.15,7,26,20,208,10.4,1,3.0,2,8,0.0,0.0,169.0,189.0,197.0,179.0,34.0,16,42.0,PeteAd01
42,42,43,Aaron Rodgers,GNB,QB,35,16,16,372,597,4442,25,2,43,269,6.26,2,0,0,0,0.0,0,6.0,3,2,1.0,2.0,313.0,312.6,323.6,314.6,30.0,6,43.0,RodgAa00
43,43,44,Tyler Boyd,CIN,WR,24,14,14,0,1,0,0,0,2,3,1.5,0,108,76,1028,13.53,7,0.0,0,7,0.0,0.0,145.0,221.1,224.1,183.1,29.0,17,44.0,BoydTy00
44,44,45,Jared Goff,LAR,QB,24,16,16,364,561,4688,32,12,43,108,2.51,2,0,0,0,0.0,0,12.0,5,2,0.0,3.0,310.0,310.3,333.3,322.3,28.0,7,45.0,GoffJa00
45,45,46,Tarik Cohen,CHI,RB,23,16,7,1,1,1,1,0,99,444,4.48,3,91,71,725,10.21,5,7.0,3,8,0.0,0.0,163.0,233.9,242.9,198.4,27.0,17,46.0,CoheTa00
46,46,47,Calvin Ridley,ATL,WR,24,16,5,0,0,0,0,0,6,27,4.5,0,92,64,821,12.83,10,2.0,1,10,0.0,0.0,143.0,206.8,210.8,174.8,26.0,18,47.0,RidlCa00
47,47,48,Tevin Coleman,ATL,RB,25,16,14,0,0,0,0,0,167,800,4.79,4,44,32,276,8.63,5,2.0,0,9,0.0,0.0,162.0,193.6,199.6,177.6,26.0,18,48.0,ColeTe01
48,48,49,Marlon Mack,IND,RB,22,12,10,0,0,0,0,0,195,908,4.66,9,26,17,103,6.06,1,2.0,2,10,2.0,0.0,161.0,178.1,186.1,169.6,26.0,19,49.0,MackMa00
49,49,50,Jordan Howard,CHI,RB,24,16,15,0,0,0,0,0,250,935,3.74,9,26,20,145,7.25,0,2.0,1,9,0.0,0.0,160.0,180.0,187.0,170.0,25.0,20,50.0,HowaJo00
50,50,51,Amari Cooper,2TM,WR,24,15,15,0,0,0,0,0,2,20,10.0,0,107,75,1005,13.4,7,2.0,2,7,0.0,0.0,141.0,215.5,220.5,178.0,24.0,19,51.0,CoopAm00
51,51,52,Drew Brees,NOR,QB,39,15,15,364,489,3992,32,5,31,22,0.71,4,1,1,1,1.0,0,5.0,1,4,0.0,1.0,304.0,305.0,314.0,309.5,21.0,8,52.0,BreeDr00
52,52,53,Mike Williams,LAC,WR,24,16,5,0,0,0,0,0,7,28,4.0,1,66,43,664,15.44,10,0.0,0,11,1.0,0.0,137.0,180.2,183.2,158.7,21.0,20,53.0,WillMi07
53,53,54,Kenny Golladay,DET,WR,25,15,13,0,0,0,0,0,1,8,8.0,0,119,70,1063,15.19,5,1.0,0,5,0.0,0.0,137.0,207.1,210.1,172.1,21.0,21,54.0,GollKe00
54,54,55,Jarvis Landry,CLE,WR,26,16,14,1,2,63,0,0,3,60,20.0,1,149,81,976,12.05,4,1.0,1,5,0.0,1.0,136.0,217.1,221.1,176.6,20.0,22,55.0,LandJa00
55,55,56,Kenyan Drake,MIA,RB,24,16,7,0,0,0,0,0,120,535,4.46,4,73,53,477,9.0,5,2.0,1,9,0.0,0.0,153.0,206.2,213.2,179.7,18.0,21,56.0,DrakKe00
56,56,57,Julian Edelman,NWE,WR,32,12,12,2,2,43,0,0,9,107,11.89,0,108,74,850,11.49,6,1.0,0,6,0.0,0.0,133.0,207.4,213.4,170.4,17.0,23,57.0,EdelJu00
57,57,58,Russell Wilson,SEA,QB,30,16,16,280,427,3448,35,7,67,376,5.61,0,1,1,-11,-11.0,0,10.0,2,0,0.0,1.0,298.0,299.4,314.4,305.9,16.0,9,58.0,WilsRu00
58,58,59,Lamar Miller,HOU,RB,27,14,14,0,0,0,0,0,210,973,4.63,5,35,25,163,6.52,1,1.0,1,6,0.0,0.0,148.0,172.6,179.6,160.1,12.0,22,59.0,MillLa01
59,59,60,Emmanuel Sanders,DEN,WR,31,12,12,1,1,28,1,0,4,53,13.25,1,98,71,868,12.23,4,1.0,0,5,0.0,0.0,127.0,198.2,201.2,162.7,11.0,24,60.0,SandEm00
60,60,61,Trey Burton,CHI,TE,27,16,16,0,0,0,0,0,1,2,2.0,0,76,54,569,10.54,6,1.0,1,6,1.0,0.0,93.0,147.1,151.1,120.1,10.0,6,61.0,BurtTr01
61,61,62,Aaron Jones,GNB,RB,24,12,8,0,0,0,0,0,133,728,5.47,8,35,26,206,7.92,1,1.0,1,9,0.0,0.0,145.0,171.4,178.4,158.4,10.0,23,62.0,JoneAa00
62,62,63,Chris Godwin,TAM,WR,22,16,5,0,0,0,0,0,0,0,0.0,0,95,59,842,14.27,7,4.0,1,7,1.0,0.0,126.0,185.2,189.2,155.7,10.0,25,63.0,GodwCh00
63,63,64,Austin Hooper,ATL,TE,24,16,7,0,0,0,0,0,0,0,0.0,0,88,71,660,9.3,4,0.0,0,4,1.0,0.0,92.0,163.0,166.0,127.5,9.0,7,64.0,HoopAu00
64,64,65,David Njoku,CLE,TE,22,16,14,0,0,0,0,0,0,0,0.0,0,88,56,639,11.41,4,0.0,0,4,0.0,0.0,88.0,143.9,146.9,115.9,5.0,8,65.0,NjokDa00
65,65,66,Kyle Rudolph,MIN,TE,29,16,16,0,0,0,0,0,0,0,0.0,0,82,64,634,9.91,4,0.0,0,4,0.0,0.0,87.0,151.4,154.4,119.4,4.0,9,66.0,RudoKy00
66,66,67,Alshon Jeffery,PHI,WR,28,13,13,0,0,0,0,0,0,0,0.0,0,92,65,843,12.97,6,1.0,0,6,0.0,0.0,120.0,185.3,188.3,152.8,4.0,26,67.0,JeffAl00
67,67,68,O.J. Howard,TAM,TE,24,10,8,0,0,0,0,0,0,0,0.0,0,48,34,565,16.62,5,0.0,0,5,0.0,0.0,87.0,120.5,123.5,103.5,4.0,10,68.0,HowaO.00
68,68,69,Dak Prescott,DAL,QB,25,16,16,356,526,3885,22,8,75,305,4.07,6,1,0,0,0.0,0,12.0,6,6,1.0,1.0,286.0,285.9,305.9,293.9,3.0,10,69.0,PresDa01
69,69,70,Philip Rivers,LAC,QB,37,16,16,347,508,4308,32,12,18,7,0.39,0,0,0,0,0.0,0,2.0,1,0,0.0,5.0,285.0,285.0,301.0,297.0,2.0,11,70.0,RivePh00
70,70,71,Corey Davis,TEN,WR,23,16,16,0,0,0,0,0,6,55,9.17,0,112,65,891,13.71,4,1.0,0,4,0.0,0.0,119.0,183.6,186.6,151.1,2.0,27,71.0,DaviCo03
71,71,72,Rob Gronkowski,NWE,TE,29,13,11,0,0,0,0,0,0,0,0.0,0,72,47,682,14.51,3,1.0,1,3,0.0,0.0,84.0,131.2,135.2,107.7,1.0,11,72.0,GronRo00
72,72,73,Larry Fitzgerald,ARI,WR,35,16,16,1,1,32,1,0,0,0,0.0,0,112,69,734,10.64,6,0.0,0,6,1.0,0.0,117.0,185.7,188.7,151.2,0.0,28,73.0,FitzLa00
73,73,74,Sterling Shepard,NYG,WR,25,16,16,0,0,0,0,0,3,33,11.0,0,107,66,872,13.21,4,1.0,0,4,1.0,0.0,117.0,182.5,185.5,149.5,0.0,29,74.0,ShepSt00
74,74,75,Cam Newton,CAR,QB,29,14,14,320,471,3395,24,13,101,488,4.83,4,0,0,0,0.0,0,6.0,0,4,0.0,2.0,283.0,282.6,301.6,295.6,0.0,12,75.0,NewtCa00
75,75,76,Vance McDonald,PIT,TE,28,15,14,0,0,0,0,0,0,0,0.0,0,72,50,610,12.2,4,2.0,1,4,0.0,0.0,83.0,133.0,137.0,108.0,0.0,12,76.0,McDoVa00
76,76,77,Matt Breida,SFO,RB,23,14,13,0,0,0,0,0,153,814,5.32,3,31,27,261,9.67,2,1.0,1,5,0.0,0.0,136.0,162.5,169.5,149.0,0.0,24,77.0,BreiMa00
77,77,78,Mohamed Sanu,ATL,WR,29,16,16,1,2,5,1,0,7,44,6.29,0,94,66,838,12.7,4,2.0,1,4,1.0,0.0,116.0,182.4,186.4,149.4,0.0,30,78.0,SanuMo00
78,78,79,Kirk Cousins,MIN,QB,30,16,16,425,606,4298,30,10,44,123,2.8,1,1,1,-1,-1.0,0,9.0,7,1,0.0,3.0,282.0,283.1,306.1,292.6,0.0,13,0.0,CousKi00
79,79,80,Tom Brady,NWE,QB,41,16,16,375,570,4355,29,11,23,35,1.52,2,1,1,6,6.0,0,4.0,2,2,0.0,0.0,280.0,281.3,297.3,291.8,0.0,14,0.0,BradTo00
80,80,81,Mitchell Trubisky,CHI,QB,24,14,14,289,434,3223,24,12,68,421,6.19,3,0,0,0,0.0,0,6.0,3,3,0.0,4.0,263.0,263.0,284.0,275.0,0.0,15,0.0,TrubMi00
81,81,82,Eli Manning,NYG,QB,37,16,16,380,576,4299,21,11,15,20,1.33,1,0,0,0,0.0,0,7.0,4,1,0.0,3.0,240.0,240.0,258.0,251.0,0.0,17,0.0,MannEl00
82,82,83,Baker Mayfield,CLE,QB,23,14,13,310,486,3725,27,14,39,131,3.36,0,1,0,0,0.0,0,7.0,3,0,1.0,1.0,240.0,240.1,263.1,254.1,0.0,16,0.0,MayfBa00
83,83,84,Derek Carr,OAK,QB,27,16,16,381,553,4049,19,10,24,47,1.96,1,1,1,-9,-9.0,0,12.0,7,1,0.0,1.0,216.0,216.8,236.8,226.3,0.0,18,0.0,CarrDe02
84,84,85,Case Keenum,DEN,QB,30,16,16,365,586,3890,18,15,26,93,3.58,2,0,0,0,0.0,0,11.0,2,2,0.0,0.0,215.0,214.9,234.9,229.9,0.0,19,0.0,KeenCa00
85,85,86,Matthew Stafford,DET,QB,30,16,16,367,555,3777,21,11,25,71,2.84,0,0,0,0,0.0,0,6.0,4,0,0.0,0.0,212.0,212.2,230.2,223.2,0.0,20,0.0,StafMa00
86,86,87,Josh Allen,BUF,QB,22,12,11,169,320,2074,10,12,89,631,7.09,8,1,0,0,0.0,0,8.0,2,8,0.0,1.0,208.0,208.1,228.1,220.1,0.0,21,0.0,AlleJo02
87,87,88,Jameis Winston,TAM,QB,24,11,9,244,378,2992,19,14,49,281,5.73,1,0,0,0,0.0,0,7.0,3,1,0.0,0.0,196.0,195.8,218.8,209.8,0.0,22,0.0,WinsJa00
88,88,89,Carson Wentz,PHI,QB,26,11,11,279,401,3074,21,7,34,93,2.74,0,1,1,4,4.0,0,9.0,6,0,0.0,1.0,193.0,193.7,209.7,200.2,0.0,23,0.0,WentCa00
89,89,90,Andy Dalton,CIN,QB,31,11,11,226,365,2566,21,11,16,99,6.19,0,0,0,0,0.0,0,1.0,0,0,0.0,0.0,175.0,174.5,188.5,185.5,0.0,25,0.0,DaltAn00
90,90,91,Marcus Mariota,TEN,QB,25,14,13,228,331,2528,11,8,64,357,5.58,2,1,1,21,21.0,0,9.0,2,2,0.0,0.0,175.0,175.9,191.9,183.4,0.0,24,0.0,MariMa01
91,91,92,Blake Bortles,JAX,QB,26,13,12,243,403,2718,13,11,58,365,6.29,1,0,0,0,0.0,0,8.0,4,1,0.0,0.0,173.0,173.2,194.2,184.2,0.0,26,0.0,BortBl00
92,92,93,Sam Darnold,NYJ,QB,21,13,13,239,414,2865,17,15,44,138,3.14,1,0,0,0,0.0,0,5.0,2,1,0.0,0.0,168.0,168.4,191.4,183.4,0.0,27,0.0,DarnSa00
93,93,94,Ryan Fitzpatrick,TAM,QB,36,8,7,164,246,2366,17,12,36,152,4.22,2,0,0,0,0.0,0,4.0,1,2,0.0,1.0,166.0,165.8,184.8,177.8,0.0,28,0.0,FitzRy00
94,94,95,Lamar Jackson,BAL,QB,21,16,7,99,170,1201,6,3,147,695,4.73,5,2,0,0,0.0,0,12.0,4,5,0.0,0.0,158.0,157.5,170.5,160.5,0.0,29,0.0,JackLa00
95,95,96,Ryan Tannehill,MIA,QB,30,11,11,176,274,1979,17,9,32,145,4.53,0,1,1,3,3.0,1,5.0,4,1,0.0,0.0,142.0,143.0,162.0,151.5,0.0,30,0.0,TannRy00
96,96,97,Alex Smith,WAS,QB,34,10,10,205,328,2180,10,5,41,168,4.1,1,0,0,0,0.0,0,6.0,1,1,0.0,0.0,138.0,138.0,150.0,143.0,0.0,31,0.0,SmitAl03
97,97,98,Joe Flacco,BAL,QB,33,9,9,232,379,2465,12,6,19,45,2.37,0,0,0,0,0.0,0,3.0,1,0,0.0,0.0,137.0,137.1,147.1,143.1,0.0,32,0.0,FlacJo00
98,98,99,Sony Michel,NWE,RB,23,13,8,0,0,0,0,0,209,931,4.45,6,11,7,50,7.14,0,1.0,1,6,0.0,0.0,132.0,139.1,143.1,135.6,0.0,25,0.0,MichSo00
99,99,100,Peyton Barber,TAM,RB,24,16,16,0,0,0,0,0,234,871,3.72,5,29,20,92,4.6,1,1.0,1,6,0.0,0.0,130.0,150.3,154.3,140.3,0.0,26,0.0,BarbPe01
100,100,101,Austin Ekeler,LAC,RB,23,14,3,0,0,0,0,0,106,554,5.23,3,53,39,404,10.36,3,1.0,1,6,0.0,0.0,130.0,168.8,175.8,149.3,0.0,27,0.0,EkelAu00
101,101,102,Nick Mullens,SFO,QB,23,8,8,176,274,2277,13,10,18,-16,-0.89,0,0,0,0,0.0,0,2.0,0,0,0.0,1.0,123.0,123.5,136.5,133.5,0.0,33,0.0,MullNi00
102,102,103,Mark Ingram,NOR,RB,29,12,6,0,0,0,0,0,138,645,4.67,6,27,21,170,8.1,1,3.0,1,7,0.0,0.0,122.0,142.5,149.5,132.0,0.0,28,0.0,IngrMa01
103,103,104,Isaiah Crowell,NYJ,RB,25,13,6,0,0,0,0,0,143,685,4.79,6,28,21,152,7.24,0,0.0,0,6,0.0,0.0,120.0,140.7,146.7,130.2,0.0,29,0.0,CrowIs00
104,104,105,T.J. Yeldon,JAX,RB,25,14,5,0,0,0,0,0,104,414,3.98,1,78,55,487,8.85,4,1.0,1,5,0.0,0.0,118.0,173.1,180.1,145.6,0.0,30,0.0,YeldT.00
105,105,106,Dede Westbrook,JAX,WR,25,16,9,0,1,0,0,0,9,98,10.89,0,101,66,717,10.86,5,3.0,2,6,0.0,0.0,114.0,179.5,184.5,146.5,0.0,31,0.0,WestDe00
106,106,107,Adam Humphries,TAM,WR,25,16,10,0,0,0,0,0,2,11,5.5,0,105,76,816,10.74,5,2.0,0,5,0.0,0.0,113.0,188.7,191.7,150.7,0.0,32,0.0,HumpAd00
107,107,108,Josh Rosen,ARI,QB,21,14,13,217,393,2278,11,14,23,138,6.0,0,0,0,0,0.0,0,10.0,5,0,0.0,1.0,113.0,112.9,137.9,126.9,0.0,34,0.0,RoseJo01
108,108,109,Dalvin Cook,MIN,RB,23,11,10,0,0,0,0,0,133,615,4.62,2,49,40,305,7.63,2,2.0,2,4,0.0,0.0,112.0,152.0,160.0,132.0,0.0,31,0.0,CookDa01
109,109,110,DeSean Jackson,TAM,WR,32,12,10,0,0,0,0,0,6,29,4.83,1,74,41,774,18.88,4,0.0,0,5,0.0,0.0,110.0,151.3,154.3,130.8,0.0,33,0.0,JackDe00
110,110,111,Latavius Murray,MIN,RB,28,16,6,0,0,0,0,0,140,578,4.13,6,26,22,141,6.41,0,0.0,0,6,1.0,0.0,110.0,131.9,137.9,120.9,0.0,32,0.0,MurrLa00
111,111,112,Zay Jones,BUF,WR,23,16,15,0,1,0,0,0,1,0,0.0,0,102,56,652,11.64,7,1.0,0,7,1.0,0.0,109.0,165.2,168.2,137.2,0.0,34,0.0,JoneZa00
112,112,113,Golden Tate,2TM,WR,30,15,7,0,0,0,0,0,4,34,8.5,0,113,74,795,10.74,4,3.0,0,4,1.0,0.0,109.0,182.9,185.9,145.9,0.0,35,0.0,TateGo00
113,113,114,Kerryon Johnson,DET,RB,21,10,7,0,0,0,0,0,118,641,5.43,3,39,32,213,6.66,1,1.0,1,4,0.0,0.0,107.0,139.4,146.4,123.4,0.0,33,0.0,JohnKe06
114,114,115,Robbie Anderson,NYJ,WR,25,14,9,0,0,0,0,0,2,-8,-4.0,0,94,50,752,15.04,6,2.0,2,6,0.0,0.0,106.0,156.4,161.4,131.4,0.0,36,0.0,AndeRo04
115,115,116,Mike Davis,SEA,RB,25,15,2,0,0,0,0,0,112,514,4.59,4,42,34,214,6.29,1,0.0,0,5,0.0,0.0,103.0,136.8,142.8,119.8,0.0,34,0.0,DaviMi01
116,116,117,A.J. Green,CIN,WR,30,9,9,0,0,0,0,0,0,0,0.0,0,77,46,694,15.09,6,2.0,1,6,0.0,0.0,103.0,149.4,153.4,126.4,0.0,37,0.0,GreeA.00
117,117,118,John Brown,BAL,WR,28,16,15,0,0,0,0,0,3,4,1.33,0,97,42,715,17.02,5,0.0,0,5,0.0,0.0,102.0,143.9,146.9,122.9,0.0,39,0.0,BrowJo02
118,118,119,Dion Lewis,TEN,RB,28,16,7,0,0,0,0,0,155,517,3.34,1,67,59,400,6.78,1,1.0,1,2,0.0,0.0,102.0,160.7,167.7,131.2,0.0,36,0.0,LewiDi00
119,119,120,Doug Martin,OAK,RB,29,16,9,0,0,0,0,0,172,723,4.2,4,24,18,116,6.44,0,3.0,3,4,0.0,0.0,102.0,119.9,128.9,110.9,0.0,35,0.0,MartDo00
120,120,121,D.J. Moore,CAR,WR,21,16,10,0,0,0,0,0,13,172,13.23,0,82,55,788,14.33,2,4.0,3,2,0.0,0.0,102.0,157.0,166.0,129.5,0.0,38,0.0,MoorD.00
121,121,122,Nelson Agholor,PHI,WR,25,16,16,1,1,15,0,0,3,32,10.67,0,97,64,736,11.5,4,1.0,0,4,0.0,0.0,101.0,165.4,168.4,133.4,0.0,40,0.0,AghoNe00
122,122,123,Leonard Fournette,JAX,RB,23,8,8,0,0,0,0,0,133,439,3.3,5,26,22,185,8.41,1,0.0,0,6,0.0,0.0,98.0,120.4,126.4,109.4,0.0,37,0.0,FourLe00
123,123,124,Josh Gordon,2TM,WR,27,12,12,0,0,0,0,0,0,0,0.0,0,71,41,737,17.98,4,0.0,0,4,0.0,0.0,98.0,138.7,141.7,118.2,0.0,43,0.0,GordJo02
124,124,125,Nyheim Hines,IND,RB,22,16,4,0,0,0,0,0,85,314,3.69,2,81,63,425,6.75,2,1.0,0,4,0.0,0.0,98.0,160.9,166.9,129.4,0.0,38,0.0,HineNy00
