,Unnamed: 0,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
125,125,126,James White,NWE,RB,24,16,4,0,0,0,0,0,39,166,4.26,0,86,60,551,9.18,5,0.0,0,5,0.0,0.0,102.0,161.7,167.7,131.7,0.0,35,0.0,WhitJa02
126,126,127,Chris Thompson,WAS,RB,26,16,0,0,0,0,0,0,68,356,5.24,3,62,49,349,7.12,2,2.0,1,5,0.0,0.0,99.0,147.5,154.5,123.0,0.0,36,0.0,ThomCh03
127,127,128,Jordan Matthews,PHI,WR,24,14,13,0,0,0,0,0,0,0,0.0,0,117,73,804,11.01,3,1.0,0,3,0.0,0.0,98.0,171.4,174.4,134.9,0.0,50,0.0,MattJo00
128,128,129,DeVante Parker,MIA,WR,23,15,8,0,0,0,0,0,0,0,0.0,0,87,56,744,13.29,4,0.0,0,4,0.0,0.0,98.0,154.4,157.4,126.4,0.0,51,0.0,ParkDe01
129,129,130,Brandon Marshall,NYJ,WR,32,15,15,0,0,0,0,0,0,0,0.0,0,128,59,788,13.36,3,0.0,0,3,0.0,0.0,97.0,155.8,158.8,126.3,0.0,52,0.0,MarsBr00
130,130,131,Ty Montgomery,GNB,RB,23,15,6,0,0,0,0,0,77,457,5.94,3,56,44,348,7.91,0,2.0,1,3,0.0,0.0,97.0,140.5,147.5,118.5,0.0,37,0.0,MontTy01
131,131,132,Alshon Jeffery,CHI,WR,26,12,12,0,0,0,0,0,0,0,0.0,0,94,52,821,15.79,2,0.0,0,2,0.0,0.0,94.0,146.1,149.1,120.1,0.0,53,0.0,JeffAl00
132,132,133,Derrick Henry,TEN,RB,22,15,2,0,0,0,0,0,110,490,4.45,5,15,13,137,10.54,0,0.0,0,5,0.0,0.0,93.0,105.7,111.7,99.2,0.0,38,0.0,HenrDe00
133,133,134,Chris Hogan,NWE,WR,29,15,14,0,0,0,0,0,3,9,3.0,0,58,38,680,17.89,4,1.0,1,4,0.0,0.0,91.0,128.9,132.9,109.9,0.0,54,0.0,HogaCh00
134,134,135,Duke Johnson,CLE,RB,23,16,1,0,1,0,0,0,73,358,4.9,1,74,53,514,9.7,0,2.0,1,1,0.0,0.0,91.0,144.2,151.2,117.7,0.0,39,0.0,JohnDu00
135,135,136,Mohamed Sanu,ATL,WR,27,15,15,0,0,0,0,0,1,5,5.0,0,81,59,653,11.07,4,1.0,1,4,1.0,0.0,90.0,148.8,152.8,119.3,0.0,55,0.0,SanuMo00
136,136,137,Tavon Austin,LAR,WR,26,15,15,0,0,0,0,0,28,159,5.68,1,106,58,509,8.78,3,5.0,1,4,0.0,0.0,89.0,146.8,153.8,117.8,0.0,56,0.0,AustTa00
137,137,138,Randall Cobb,GNB,WR,26,13,10,0,0,0,0,0,10,33,3.3,0,84,60,610,10.17,4,1.0,0,4,0.0,0.0,88.0,148.3,151.3,118.3,0.0,57,0.0,CobbRa00
138,138,139,T.J. Yeldon,JAX,RB,23,15,13,0,0,0,0,0,130,465,3.58,1,68,50,312,6.24,1,2.0,1,2,0.0,0.0,88.0,137.7,144.7,112.7,0.0,40,0.0,YeldT.00
139,139,140,C.J. Anderson,DEN,RB,25,7,7,0,0,0,0,0,110,437,3.97,4,24,16,128,8.0,1,0.0,0,5,0.0,0.0,87.0,102.5,108.5,94.5,0.0,41,0.0,AndeC.00
140,140,141,Jalen Richard,OAK,RB,23,16,0,0,0,0,0,0,83,491,5.92,1,39,29,194,6.69,2,0.0,0,3,0.0,0.0,87.0,115.5,121.5,101.0,0.0,42,0.0,RichJa01
141,141,142,Jack Doyle,IND,TE,26,16,14,0,0,0,0,0,0,0,0.0,0,75,59,584,9.9,5,1.0,1,5,0.0,0.0,86.0,145.4,149.4,115.9,0.0,13,0.0,DoylJa00
142,142,143,Travis Benjamin,SDG,WR,27,14,8,0,1,0,0,0,2,-3,-1.5,0,75,47,677,14.4,4,5.0,3,4,0.0,0.0,85.0,132.4,138.4,108.9,0.0,58,0.0,BenjTr00
143,143,144,Giovani Bernard,CIN,RB,25,10,2,0,0,0,0,0,91,337,3.7,2,51,39,336,8.62,1,1.0,1,3,0.0,0.0,83.0,122.3,129.3,102.8,0.0,43,0.0,BernGi00
144,144,145,Eric Ebron,DET,TE,23,13,13,0,0,0,0,0,1,1,1.0,1,85,61,711,11.66,1,0.0,0,2,0.0,0.0,83.0,144.2,147.2,113.7,0.0,15,0.0,EbroEr00
145,145,146,Jeremy Kerley,SFO,WR,28,16,13,0,0,0,0,0,0,0,0.0,0,115,64,667,10.42,3,4.0,1,3,0.0,0.0,83.0,146.7,150.7,114.7,0.0,60,0.0,KerlJe00
146,146,147,Tyler Lockett,SEA,WR,24,15,9,0,0,0,0,0,6,114,19.0,1,66,41,597,14.56,1,0.0,0,2,0.0,0.0,83.0,124.1,130.1,103.6,0.0,59,0.0,LockTy00
147,147,148,Dennis Pitta,BAL,TE,31,16,12,0,0,0,0,0,0,0,0.0,0,121,86,729,8.48,2,1.0,1,2,0.0,0.0,83.0,168.9,172.9,125.9,0.0,16,0.0,PittDe00
148,148,149,Jason Witten,DAL,TE,34,16,16,0,0,0,0,0,0,0,0.0,0,95,69,673,9.75,3,1.0,1,3,0.0,0.0,83.0,152.3,156.3,117.8,0.0,14,0.0,WittJa00
149,149,150,Robert Turbin,IND,RB,27,15,0,0,0,0,0,0,47,164,3.49,7,35,26,179,6.88,1,0.0,0,8,0.0,0.0,82.0,108.3,114.3,95.3,0.0,44,0.0,TurbRo00
150,150,151,DeAngelo Williams,PIT,RB,33,9,4,0,0,0,0,0,98,343,3.5,4,27,18,118,6.56,2,0.0,0,6,0.0,0.0,82.0,100.1,106.1,91.1,0.0,45,0.0,WillDe02
151,151,152,Will Fuller,HOU,WR,22,14,13,0,0,0,0,0,1,-3,-3.0,0,92,47,635,13.51,2,2.0,0,3,0.0,0.0,81.0,128.2,131.2,104.7,0.0,62,0.0,FullWi01
152,152,153,Terrance Williams,DAL,WR,27,16,15,0,0,0,0,0,0,0,0.0,0,61,44,594,13.5,4,1.0,1,4,0.0,0.0,81.0,125.4,129.4,103.4,0.0,61,0.0,WillTe01
153,153,154,Shaun Draughn,SFO,RB,29,16,1,0,0,0,0,0,74,196,2.65,4,39,29,263,9.07,2,1.0,1,6,0.0,0.0,80.0,108.9,115.9,94.4,0.0,46,0.0,DrauSh00
154,154,155,C.J. Fiedorowicz,HOU,TE,25,15,15,0,0,0,0,0,0,0,0.0,0,89,54,559,10.35,4,1.0,0,4,0.0,0.0,80.0,133.9,136.9,106.9,0.0,17,0.0,FiedC.00
155,155,156,Brian Hoyer,CHI,QB,31,6,5,134,200,1445,6,0,7,-2,-0.29,0,0,0,0,0.0,0,3.0,1,0,0.0,0.0,80.0,79.6,83.6,79.6,0.0,31,0.0,HoyeBr00
156,156,157,Dwayne Allen,IND,TE,26,14,14,0,0,0,0,0,0,0,0.0,0,52,35,406,11.6,6,1.0,0,6,1.0,0.0,79.0,113.6,116.6,96.1,0.0,19,0.0,AlleDw00
157,157,158,Charles Clay,BUF,TE,27,15,15,0,0,0,0,0,0,0,0.0,0,87,57,552,9.68,4,0.0,0,4,0.0,0.0,79.0,136.2,139.2,107.7,0.0,18,0.0,ClayCh00
158,158,159,Michael Floyd,2TM,WR,27,15,8,0,0,0,0,0,0,0,0.0,0,76,37,488,13.19,5,0.0,0,5,0.0,0.0,79.0,115.8,118.8,97.3,0.0,63,0.0,FloyMi00
159,159,160,Adam Humphries,TAM,WR,23,15,4,0,0,0,0,0,5,18,3.6,0,83,55,622,11.31,2,3.0,0,2,1.0,0.0,78.0,133.0,136.0,105.5,0.0,64,0.0,HumpAd00
160,160,161,Jacquizz Rodgers,TAM,RB,26,10,5,0,0,0,0,0,129,560,4.34,2,16,13,98,7.54,0,0.0,0,2,0.0,0.0,78.0,90.8,93.8,84.3,0.0,47,0.0,RodgJa00
161,161,162,Eli Rogers,PIT,WR,24,13,8,0,0,0,0,0,1,6,6.0,0,66,48,594,12.38,3,2.0,0,3,0.0,0.0,78.0,126.0,129.0,102.0,0.0,65,0.0,RogeEl00
162,162,163,Cody Kessler,CLE,QB,23,9,8,128,195,1380,6,2,11,18,1.64,0,0,0,0,0.0,0,4.0,1,0,0.0,1.0,77.0,77.0,83.0,79.0,0.0,32,0.0,KessCo00
163,163,164,Gary Barnidge,CLE,TE,31,16,16,0,0,0,0,0,0,0,0.0,0,82,55,612,11.13,2,0.0,0,2,1.0,0.0,75.0,130.2,133.2,102.7,0.0,20,0.0,BarnGa01
164,164,165,Chris Ivory,JAX,RB,28,11,1,0,0,0,0,0,117,439,3.75,3,28,20,186,9.3,0,5.0,3,3,0.0,0.0,75.0,94.5,103.5,84.5,0.0,49,0.0,IvorCh00
165,165,166,Zach Zenner,DET,RB,25,14,4,0,0,0,0,0,88,334,3.8,4,23,18,196,10.89,0,1.0,1,4,0.0,0.0,75.0,93.0,100.0,84.0,0.0,48,0.0,ZennZa00
166,166,167,Brian Quick,LAR,WR,27,16,8,0,0,0,0,0,0,0,0.0,0,77,41,564,13.76,3,0.0,0,3,0.0,0.0,74.0,115.4,118.4,94.9,0.0,66,0.0,QuicBr00
167,167,168,Seth Roberts,OAK,WR,25,16,6,0,0,0,0,0,0,0,0.0,0,77,38,397,10.45,5,0.0,0,5,2.0,0.0,74.0,111.7,114.7,92.7,0.0,67,0.0,RobeSe00
168,168,169,Robbie Anderson,NYJ,WR,23,16,8,0,0,0,0,0,3,42,14.0,0,78,42,587,13.98,2,1.0,1,2,0.0,0.0,73.0,114.9,118.9,93.9,0.0,68,0.0,AndeRo04
169,169,170,Blaine Gabbert,SFO,QB,27,6,5,91,160,925,5,6,40,173,4.33,2,1,1,-16,-16.0,0,0.0,0,2,0.0,0.0,73.0,73.7,85.7,79.2,0.0,33,0.0,GabbBl00
170,170,171,Zach Miller,CHI,TE,32,10,8,0,0,0,0,0,0,0,0.0,0,64,47,486,10.34,4,0.0,0,4,0.0,0.0,73.0,119.6,122.6,96.1,0.0,21,0.0,MillZa02
171,171,172,Donte Moncrief,IND,WR,23,9,7,0,0,0,0,0,1,-1,-1.0,0,56,30,307,10.23,7,0.0,0,7,0.0,0.0,73.0,102.6,105.6,87.6,0.0,69,0.0,MoncDo00
172,172,173,Kenneth Dixon,BAL,RB,22,12,0,0,0,0,0,0,88,382,4.34,2,41,30,162,5.4,1,1.0,0,3,0.0,0.0,72.0,102.4,108.4,87.4,0.0,50,0.0,DixoKe00
173,173,174,Rob Gronkowski,NWE,TE,27,8,6,0,0,0,0,0,0,0,0.0,0,38,25,540,21.6,3,0.0,0,3,0.0,0.0,72.0,97.0,100.0,84.5,0.0,22,0.0,GronRo00
174,174,175,Doug Martin,TAM,RB,27,8,8,0,0,0,0,0,144,421,2.92,3,16,14,134,9.57,0,1.0,1,3,0.0,0.0,72.0,85.5,92.5,78.5,0.0,51,0.0,MartDo00
175,175,176,Matt Barkley,CHI,QB,26,7,6,129,216,1611,8,14,7,2,0.29,0,1,1,2,2.0,1,4.0,2,1,0.0,0.0,71.0,71.8,90.8,85.3,0.0,34,0.0,BarkMa00
176,176,177,Tyler Boyd,CIN,WR,22,16,2,0,0,0,0,0,4,58,14.5,0,81,54,603,11.17,1,1.0,1,1,0.0,0.0,70.0,124.1,128.1,97.1,0.0,70,0.0,BoydTy00
177,177,178,Vernon Davis,WAS,TE,32,16,14,0,0,0,0,0,0,0,0.0,0,59,44,583,13.25,2,0.0,0,2,0.0,0.0,70.0,114.3,117.3,92.3,0.0,23,0.0,DaviVe00
178,178,179,Damien Williams,MIA,RB,24,15,0,0,0,0,0,0,35,115,3.29,3,32,23,249,10.83,3,1.0,1,6,0.0,0.0,70.0,93.4,100.4,81.9,0.0,52,0.0,WillDa05
179,179,180,Tyler Eifert,CIN,TE,26,8,2,0,0,0,0,0,0,0,0.0,0,47,29,394,13.59,5,0.0,0,5,0.0,0.0,69.0,98.4,101.4,83.9,0.0,24,0.0,EifeTy00
180,180,181,Cordarrelle Patterson,MIN,WR,25,16,8,0,0,0,0,0,7,43,6.14,0,70,52,453,8.71,2,2.0,0,3,0.0,0.0,68.0,119.6,122.6,93.6,0.0,73,0.0,PattCo00
181,181,182,Breshad Perriman,BAL,WR,23,16,1,0,0,0,0,0,1,2,2.0,0,66,33,499,15.12,3,0.0,0,3,0.0,0.0,68.0,101.1,104.1,84.6,0.0,71,0.0,PerrBr02
182,182,183,DeAndre Washington,OAK,RB,23,14,2,0,0,0,0,0,87,467,5.37,2,23,17,115,6.76,0,1.0,1,2,0.0,0.0,68.0,85.2,92.2,76.7,0.0,53,0.0,WashDe00
183,183,184,Robert Woods,BUF,WR,24,13,10,0,0,0,0,0,1,6,6.0,0,76,51,613,12.02,1,0.0,0,1,0.0,0.0,68.0,118.9,121.9,93.4,0.0,72,0.0,WoodRo02
184,184,185,Matt Jones,WAS,RB,23,7,7,0,0,0,0,0,99,460,4.65,3,8,8,73,9.13,0,3.0,2,3,0.0,0.0,67.0,75.3,80.3,71.3,0.0,54,0.0,JoneMa04
185,185,186,Phillip Dorsett,IND,WR,23,15,7,0,0,0,0,0,2,10,5.0,0,59,33,528,16.0,2,1.0,0,2,0.0,0.0,66.0,98.8,101.8,82.3,0.0,74,0.0,DorsPh00
186,186,187,Robert Griffin III,CLE,QB,26,5,5,87,147,886,2,3,31,190,6.13,2,0,0,0,0.0,0,4.0,1,2,0.0,0.0,66.0,66.4,76.4,69.4,0.0,35,0.0,GrifRo01
187,187,188,Allen Hurns,JAX,WR,25,11,11,0,0,0,0,0,0,0,0.0,0,76,35,477,13.63,3,1.0,0,3,0.0,0.0,66.0,100.7,103.7,83.2,0.0,75,0.0,HurnAl01
188,188,189,Jeremy Maclin,KAN,WR,28,12,12,0,1,0,0,0,1,-1,-1.0,0,76,44,536,12.18,2,0.0,0,2,0.0,0.0,66.0,109.5,112.5,87.5,0.0,76,0.0,MaclJe00
189,189,190,Charcandrick West,KAN,RB,25,15,2,0,0,0,0,0,88,293,3.33,1,34,28,188,6.71,2,0.0,0,3,0.0,0.0,66.0,94.1,100.1,80.1,0.0,55,0.0,WestCh01
190,190,191,John Brown,ARI,WR,26,15,6,0,0,0,0,0,1,10,10.0,0,73,39,517,13.26,2,1.0,0,2,0.0,0.0,65.0,103.7,106.7,84.2,0.0,77,0.0,BrowJo02
191,191,192,Malcolm Mitchell,NWE,WR,24,14,6,0,0,0,0,0,0,0,0.0,0,48,32,401,12.53,4,0.0,0,4,0.0,0.0,64.0,96.1,99.1,80.1,0.0,79,0.0,MitcMa01
192,192,193,Tajae Sharpe,TEN,WR,22,16,10,0,0,0,0,0,1,1,1.0,0,83,41,522,12.73,2,0.0,0,2,0.0,0.0,64.0,105.3,108.3,84.8,0.0,78,0.0,SharTa00
193,193,194,Victor Cruz,NYG,WR,30,15,12,0,0,0,0,0,0,0,0.0,0,72,39,586,15.03,1,1.0,1,1,0.0,0.0,63.0,101.6,105.6,82.1,0.0,81,0.0,CruzVi00
194,194,195,Devin Funchess,CAR,WR,22,15,7,0,0,0,0,0,0,0,0.0,0,58,23,371,16.13,4,0.0,0,4,1.0,0.0,63.0,86.1,89.1,74.6,0.0,80,0.0,FuncDe00
195,195,196,Vance McDonald,SFO,TE,26,11,11,0,0,0,0,0,0,0,0.0,0,45,24,391,16.29,4,0.0,0,4,0.0,0.0,63.0,87.1,90.1,75.1,0.0,25,0.0,McDoVa00
196,196,197,Thomas Rawls,SEA,RB,23,9,7,0,0,0,0,0,109,349,3.2,3,17,13,96,7.38,0,0.0,0,3,0.0,0.0,63.0,75.5,78.5,69.0,0.0,56,0.0,RawlTh00
197,197,198,Paul Perkins,NYG,RB,22,14,1,0,0,0,0,0,112,456,4.07,0,24,15,162,10.8,0,1.0,0,0,0.0,0.0,62.0,76.8,82.8,69.3,0.0,57,0.0,PerkPa00
198,198,199,Marquise Goodwin,BUF,WR,26,15,9,0,0,0,0,0,0,0,0.0,0,68,29,431,14.86,3,0.0,0,3,0.0,0.0,61.0,90.1,93.1,75.6,0.0,82,0.0,GoodMa00
199,199,200,Kendall Wright,TEN,WR,27,11,4,0,0,0,0,0,1,15,15.0,0,42,29,416,14.34,3,0.0,0,3,0.0,0.0,61.0,90.1,93.1,75.6,0.0,83,0.0,WrigKe01
200,200,201,Corey Coleman,CLE,WR,22,10,10,0,0,0,0,0,2,10,5.0,0,73,33,413,12.52,3,0.0,0,3,0.0,0.0,60.0,93.3,96.3,76.8,0.0,84,0.0,ColeCo00
201,201,202,Lance Kendricks,LAR,TE,28,16,16,0,0,0,0,0,0,0,0.0,0,87,50,499,9.98,2,1.0,1,2,0.0,0.0,60.0,109.9,113.9,84.9,0.0,26,0.0,KendLa00
202,202,203,Rex Burkhead,CIN,RB,26,16,1,0,0,0,0,0,74,344,4.65,2,20,17,145,8.53,0,1.0,1,2,0.0,0.0,59.0,75.9,82.9,67.4,0.0,58,0.0,BurkRe00
203,203,204,Sammie Coates,PIT,WR,23,14,5,0,0,0,0,0,4,14,3.5,0,49,21,435,20.71,2,0.0,0,2,0.0,0.0,57.0,77.9,80.9,67.4,0.0,86,0.0,CoatSa00
204,204,205,Jermaine Kearse,SEA,WR,26,16,15,0,0,0,0,0,0,0,0.0,0,89,41,510,12.44,1,0.0,0,1,0.0,0.0,57.0,98.0,101.0,77.5,0.0,85,0.0,KearJe01
205,205,206,Matt Moore,MIA,QB,32,4,3,55,87,721,8,3,1,-1,-1.0,0,0,0,0,0.0,0,1.0,0,0,0.0,0.0,55.0,54.7,60.7,57.7,0.0,36,0.0,MoorMa01
206,206,207,Eddie Royal,CHI,WR,30,9,1,0,0,0,0,0,0,0,0.0,0,43,33,369,11.18,2,2.0,0,3,0.0,0.0,55.0,87.9,90.9,71.4,0.0,88,0.0,RoyaEd00
207,207,208,Sammy Watkins,BUF,WR,23,8,8,0,0,0,0,0,0,0,0.0,0,52,28,430,15.36,2,0.0,0,2,0.0,0.0,55.0,83.0,86.0,69.0,0.0,87,0.0,WatkSa00
208,208,209,Travaris Cadet,NOR,RB,27,15,1,0,0,0,0,0,4,19,4.75,0,54,40,281,7.03,4,0.0,0,4,0.0,0.0,54.0,94.0,97.0,74.0,0.0,60,0.0,CadeTr00
209,209,210,Ryan Griffin,HOU,TE,26,16,5,0,0,0,0,0,0,0,0.0,0,74,50,442,8.84,2,1.0,1,2,0.0,0.0,54.0,104.2,108.2,79.2,0.0,27,0.0,GrifRy00
210,210,211,Jeremy Langford,CHI,RB,25,12,3,0,0,0,0,0,62,200,3.23,4,27,19,142,7.47,0,2.0,2,4,0.0,0.0,54.0,73.2,81.2,63.7,0.0,59,0.0,LangJe00
211,211,212,Clive Walford,OAK,TE,25,15,8,0,0,0,0,0,0,0,0.0,0,52,33,359,10.88,3,0.0,0,3,0.0,0.0,54.0,86.9,89.9,70.4,0.0,28,0.0,WalfCl00
212,212,213,Chris Conley,KAN,WR,24,16,11,0,0,0,0,0,0,0,0.0,0,69,44,530,12.05,0,1.0,0,0,0.0,0.0,53.0,97.0,100.0,75.0,0.0,89,0.0,ConlCh00
213,213,214,Jared Goff,LAR,QB,22,7,7,112,205,1089,5,7,8,16,2.0,1,0,0,0,0.0,0,5.0,2,1,0.0,0.0,53.0,53.2,65.2,60.2,0.0,37,0.0,GoffJa00
214,214,215,Nelson Agholor,PHI,WR,23,15,14,0,0,0,0,0,5,14,2.8,0,69,36,365,10.14,2,1.0,0,2,1.0,0.0,52.0,87.9,90.9,69.9,0.0,90,0.0,AghoNe00
215,215,216,Jesse James,PIT,TE,22,16,13,0,0,0,0,0,0,0,0.0,0,60,39,338,8.67,3,0.0,0,3,0.0,0.0,52.0,90.8,93.8,71.3,0.0,30,0.0,JameJe00
216,216,217,Josh McCown,CLE,QB,37,5,3,90,165,1100,6,6,7,21,3.0,0,0,0,0,0.0,0,7.0,4,0,0.0,1.0,52.0,52.1,65.1,58.1,0.0,38,0.0,McCoJo01
217,217,218,Julius Thomas,JAX,TE,28,9,6,0,0,0,0,0,0,0,0.0,0,51,30,281,9.37,4,0.0,0,4,0.0,0.0,52.0,82.1,85.1,67.1,0.0,29,0.0,ThomJu00
218,218,219,Garrett Celek,SFO,TE,28,16,6,0,0,0,0,0,0,0,0.0,0,50,29,350,12.07,3,2.0,1,3,0.0,0.0,51.0,80.0,84.0,65.5,0.0,32,0.0,CeleGa00
219,219,220,Dorial Green-Beckham,PHI,WR,23,15,7,0,0,0,0,0,0,0,0.0,0,74,36,392,10.89,2,0.0,0,2,0.0,0.0,51.0,87.2,90.2,69.2,0.0,91,0.0,GreeDo00
220,220,221,Jermaine Gresham,ARI,TE,28,16,14,0,0,0,0,0,0,0,0.0,0,61,37,391,10.57,2,1.0,0,2,0.0,0.0,51.0,88.1,91.1,69.6,0.0,31,0.0,GresJe00
221,221,222,Albert Wilson,KAN,WR,24,16,5,0,0,0,0,0,2,50,25.0,1,51,31,279,9.0,2,0.0,0,3,0.0,0.0,51.0,81.9,84.9,66.4,0.0,92,0.0,WilsAl02
222,222,223,Alfred Blue,HOU,RB,25,14,2,0,0,0,0,0,100,420,4.2,1,16,12,40,3.33,0,2.0,1,1,0.0,0.0,50.0,62.0,66.0,56.0,0.0,61,0.0,BlueAl00
223,223,224,Andrew Hawkins,CLE,WR,30,16,5,0,0,0,0,0,2,0,0.0,0,54,33,324,9.82,3,0.0,0,3,0.0,0.0,50.0,83.4,86.4,66.9,0.0,93,0.0,HawkAn00
224,224,225,Dion Sims,MIA,TE,25,14,11,0,0,0,0,0,0,0,0.0,0,35,26,256,9.85,4,0.0,0,4,0.0,0.0,50.0,75.6,78.6,62.6,0.0,33,0.0,SimsDi00
225,225,226,Jay Cutler,CHI,QB,33,5,5,81,137,1059,4,5,5,24,4.8,0,0,0,0,0.0,0,6.0,2,0,0.0,0.0,47.0,46.8,56.8,51.8,0.0,39,0.0,CutlJa00
226,226,227,Russell Shepard,TAM,WR,26,14,4,0,0,0,0,0,1,9,9.0,0,40,23,341,14.83,2,0.0,0,2,0.0,0.0,47.0,70.0,73.0,58.5,0.0,94,0.0,ShepRu00
227,227,228,Wendell Smallwood,PHI,RB,22,13,3,0,0,0,0,0,77,312,4.05,1,13,6,55,9.17,0,1.0,1,2,0.0,0.0,47.0,52.7,56.7,49.7,0.0,63,0.0,SmalWe00
228,228,229,Fozzy Whittaker,CAR,RB,27,16,0,0,0,0,0,0,57,265,4.65,0,33,25,226,9.04,0,1.0,1,0,0.0,0.0,47.0,72.1,79.1,59.6,0.0,62,0.0,WhitFo00
229,229,230,Danny Amendola,NWE,WR,31,12,4,0,0,0,0,0,0,0,0.0,0,29,23,243,10.57,4,3.0,1,4,0.0,0.0,46.0,69.3,73.3,57.8,0.0,95,0.0,AmenDa00
230,230,231,Brandon Coleman,NOR,WR,24,16,4,0,0,0,0,0,0,0,0.0,0,38,26,281,10.81,3,0.0,0,3,0.0,0.0,46.0,72.1,75.1,59.1,0.0,96,0.0,ColeBr00
231,231,232,Will Tye,NYG,TE,25,16,10,0,0,0,0,0,0,0,0.0,0,70,48,395,8.23,1,0.0,0,1,0.0,0.0,46.0,93.5,96.5,69.5,0.0,34,0.0,TyexWi00
232,232,233,Austin Hooper,ATL,TE,22,14,3,0,0,0,0,0,0,0,0.0,0,27,19,271,14.26,3,0.0,0,3,0.0,0.0,45.0,64.1,67.1,54.6,0.0,35,0.0,HoopAu00
233,233,234,Jamize Olawale,OAK,RB,27,16,7,0,0,0,0,0,17,47,2.76,2,14,12,227,18.92,1,0.0,0,3,0.0,0.0,45.0,57.4,60.4,51.4,0.0,64,0.0,OlawJa00
234,234,235,Torrey Smith,SFO,WR,27,12,12,0,0,0,0,0,0,0,0.0,0,49,20,267,13.35,3,0.0,0,3,0.0,0.0,45.0,64.7,67.7,54.7,0.0,97,0.0,SmitTo02
235,235,236,Justin Hardy,ATL,WR,25,16,3,0,0,0,0,0,0,0,0.0,0,31,21,203,9.67,4,0.0,0,4,0.0,0.0,44.0,65.3,68.3,54.8,0.0,98,0.0,HardJu00
236,236,237,C.J. Prosise,SEA,RB,22,6,2,0,0,0,0,0,30,172,5.73,1,19,17,208,12.24,0,0.0,0,1,0.0,0.0,44.0,61.0,67.0,52.5,0.0,65,0.0,ProsC.00
237,237,238,Charles Sims,TAM,RB,26,7,2,0,0,0,0,0,51,149,2.92,1,32,24,190,7.92,1,1.0,1,2,0.0,0.0,44.0,67.9,74.9,55.9,0.0,66,0.0,SimsCh00
238,238,239,Justin Hunter,2TM,WR,25,13,5,0,0,0,0,0,0,0,0.0,0,23,10,189,18.9,4,0.0,0,4,0.0,0.0,43.0,52.9,55.9,47.9,0.0,99,0.0,HuntJu00
239,239,240,Jared Cook,GNB,TE,29,10,5,0,0,0,0,0,0,0,0.0,0,51,30,377,12.57,1,1.0,1,1,0.0,0.0,42.0,71.7,75.7,56.7,0.0,36,0.0,CookJa02
240,240,241,Justin Forsett,3TM,RB,31,9,6,0,0,0,0,0,87,291,3.34,1,27,20,85,4.25,0,2.0,1,1,0.0,0.0,42.0,61.6,65.6,51.6,0.0,67,0.0,ForsJu00
241,241,242,Kenyan Drake,MIA,RB,22,16,1,0,0,0,0,0,33,179,5.42,2,10,9,46,5.11,0,1.0,0,3,0.0,0.0,41.0,49.5,52.5,45.0,0.0,69,0.0,DrakKe00
242,242,243,John Kuhn,NOR,RB,34,16,3,0,0,0,0,0,18,37,2.06,4,20,16,70,4.38,1,0.0,0,5,0.0,0.0,41.0,56.7,56.7,48.7,0.0,68,0.0,KuhnJo00
243,243,244,Quinton Patton,SFO,WR,26,14,14,0,0,0,0,0,0,0,0.0,0,63,37,408,11.03,0,1.0,0,0,0.0,0.0,41.0,77.8,80.8,59.3,0.0,100,0.0,PattQu00
244,244,245,Brice Butler,DAL,WR,26,16,3,0,0,0,0,0,0,0,0.0,0,32,16,219,13.69,3,0.0,0,3,0.0,0.0,40.0,55.9,58.9,47.9,0.0,101,0.0,ButlBr00
245,245,246,James Starks,GNB,RB,30,9,4,0,0,0,0,0,63,145,2.3,0,25,19,134,7.05,2,1.0,0,2,0.0,0.0,40.0,58.9,64.9,49.4,0.0,70,0.0,StarJa00
246,246,247,Kamar Aiken,BAL,WR,27,16,6,0,0,0,0,0,0,0,0.0,0,50,29,328,11.31,1,0.0,0,1,0.0,0.0,39.0,67.8,70.8,53.3,0.0,102,0.0,AikeKa00
247,247,248,Trey Burton,PHI,TE,25,15,4,0,0,0,0,0,0,0,0.0,0,60,37,327,8.84,1,0.0,0,1,0.0,0.0,39.0,75.7,78.7,57.2,0.0,39,0.0,BurtTr01
248,248,249,Eddie Lacy,GNB,RB,26,5,5,0,0,0,0,0,71,360,5.07,0,7,4,28,7.0,0,0.0,0,0,0.0,0.0,39.0,42.8,45.8,40.8,0.0,71,0.0,LacyEd00
249,249,250,Richard Rodgers,GNB,TE,24,16,6,0,0,0,0,0,0,0,0.0,0,47,30,271,9.03,2,0.0,0,2,0.0,0.0,39.0,69.1,72.1,54.1,0.0,37,0.0,RodgRi00
250,250,251,Jacob Tamme,ATL,TE,31,8,5,0,0,0,0,0,0,0,0.0,0,31,22,210,9.55,3,0.0,0,3,0.0,0.0,39.0,61.0,64.0,50.0,0.0,38,0.0,TammJa00
251,251,252,Dwayne Washington,DET,RB,22,12,2,0,0,0,0,0,90,265,2.94,1,15,10,62,6.2,0,0.0,0,1,0.0,0.0,39.0,48.7,51.7,43.7,0.0,72,0.0,WashDw00
