Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre,Difference
Jamaal Williams,111.0,RB41,113.8,134.0,DET,RB,26.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,153.0,601.0,3.93,3.0,28.0,26.0,157.0,6.04,0.0,1.0,0.0,3.0,0.0,0.0,94.0,119.8,125.8,106.8,0.0,41.0,0.0,WillJa06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DET,22.0,35.0,3.0,41.5%,10.0,14.0,3.0,34.5%,5.0,2.0,3.0,45.5%,All Jamaal Williams red zone rushing plays,WillJa06,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-20.200000000000003
David Johnson,112.0,RB42,115.0,231.0,HOU,RB,30.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,67.0,228.0,3.4,0.0,42.0,32.0,225.0,7.03,1.0,1.0,1.0,1.0,0.0,0.0,49.0,81.3,88.3,65.3,0.0,67.0,0.0,JohnDa08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,HOU,7.0,5.0,0.0,13.2%,2.0,2.0,0.0,7.1%,0.0,0.0,0.0,.0%,All David Johnson red zone rushing plays,JohnDa08,HOU,7.0,3.0,42.86%,15.0,1.0,14.9%,5.0,2.0,40.00%,10.0,1.0,20.8%,All David Johnson red zone receiving plays,JohnDa08,-116.0
Mike Gesicki,113.0,TE12,115.8,74.0,MIA,TE,26.0,17.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,73.0,780.0,10.68,2.0,0.0,0.0,2.0,1.0,0.0,92.0,165.0,168.0,128.5,0.0,11.0,74.0,GesiMi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIA,9.0,5.0,55.56%,22.0,2.0,12.2%,4.0,2.0,50.00%,7.0,2.0,10.5%,All Mike Gesicki red zone receiving plays,GesiMi00,41.8
Tyler Higbee,114.0,TE13,116.8,147.0,LAR,TE,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,61.0,560.0,9.18,5.0,1.0,0.0,5.0,0.0,0.0,86.0,147.0,150.0,116.5,0.0,14.0,0.0,HigbTy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LAR,19.0,13.0,68.42%,105.0,5.0,14.6%,10.0,6.0,60.00%,31.0,3.0,16.1%,All Tyler Higbee red zone receiving plays,HigbTy00,-30.200000000000003
Justin Tucker,115.0,K1,117.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,117.0
Jaylen Waddle,116.0,WR44,117.0,55.0,MIA,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,1.0,140.0,104.0,1015.0,9.76,6.0,2.0,1.0,7.0,0.0,0.0,142.0,245.8,249.8,193.8,19.0,21.0,55.0,WaddJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA,1.0,1.0,1.0,1.5%,1.0,1.0,1.0,2.3%,1.0,1.0,1.0,4.5%,All Jaylen Waddle red zone rushing plays,WaddJa00,MIA,15.0,12.0,80.00%,51.0,6.0,20.3%,8.0,7.0,87.50%,28.0,6.0,21.1%,All Jaylen Waddle red zone receiving plays,WaddJa00,62.0
Mike Williams,117.0,WR45,118.0,25.0,LAC,WR,27.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,76.0,1146.0,15.08,9.0,0.0,0.0,9.0,1.0,0.0,171.0,246.6,249.6,208.6,46.0,9.0,25.0,WillMi07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LAC,19.0,7.0,36.84%,47.0,4.0,19.4%,12.0,3.0,25.00%,12.0,2.0,24.5%,All Mike Williams red zone receiving plays,WillMi07,93.0
Washington Commanders,118.0,DST4,119.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,119.0
Marquez Callaway,119.0,WR46,119.3,118.0,NOR,WR,23.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,46.0,698.0,15.17,6.0,0.0,0.0,6.0,0.0,0.0,106.0,151.8,154.8,128.8,0.0,38.0,0.0,CallMa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,9.0,5.0,55.56%,52.0,4.0,14.5%,3.0,2.0,66.67%,12.0,2.0,11.5%,All Marquez Callaway red zone receiving plays,CallMa01,1.2999999999999972
William Fuller,120.0,WR47,120.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,120.0
Harrison Butker,121.0,K2,121.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,121.0
Baltimore Ravens,122.0,DST5,123.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,123.0
Mecole Hardman,123.0,WR48,124.0,162.0,KAN,WR,23.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,5.75,0.0,83.0,59.0,693.0,11.75,2.0,3.0,2.0,2.0,0.0,0.0,82.0,140.9,145.9,111.4,0.0,55.0,0.0,HardMe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,1.0,3.0,0.0,1.1%,1.0,3.0,0.0,1.9%,1.0,3.0,0.0,4.5%,All Mecole Hardman red zone rushing plays,HardMe00,KAN,16.0,9.0,56.25%,59.0,3.0,13.7%,8.0,4.0,50.00%,23.0,3.0,13.3%,All Mecole Hardman red zone receiving plays,HardMe00,-38.0
Marquise Brown,124.0,WR49,126.5,64.0,BAL,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,146.0,91.0,1008.0,11.08,6.0,3.0,1.0,6.0,0.0,0.0,135.0,226.3,230.3,180.8,13.0,25.0,64.0,BrowMa04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,16.0,8.0,50.00%,43.0,2.0,21.9%,8.0,3.0,37.50%,18.0,2.0,23.5%,All Marquise Brown red zone receiving plays,BrowMa04,62.5
Michael Gallup,125.0,WR50,127.0,208.0,DAL,WR,25.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,35.0,445.0,12.71,2.0,0.0,0.0,2.0,0.0,0.0,57.0,91.5,94.5,74.0,0.0,81.0,0.0,GallMi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DAL,8.0,2.0,25.00%,14.0,1.0,7.9%,2.0,1.0,50.00%,1.0,1.0,5.6%,All Michael Gallup red zone receiving plays,GallMi00,-81.0
Tony Pollard,126.0,RB43,128.8,102.0,DAL,RB,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,719.0,5.53,2.0,46.0,39.0,337.0,8.64,0.0,2.0,0.0,3.0,0.0,0.0,124.0,162.6,168.6,143.1,0.0,29.0,0.0,PollTo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DAL,15.0,50.0,1.0,20.3%,3.0,14.0,1.0,8.8%,2.0,7.0,1.0,10.0%,All Tony Pollard red zone rushing plays,PollTo00,DAL,7.0,6.0,85.71%,37.0,0.0,6.9%,0.0,0.0,0,0.0,0.0,.0%,All Tony Pollard red zone receiving plays,PollTo00,26.80000000000001
Henry Ruggs,127.0,WR51,129.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LVR,1.0,2.0,0.0,1.3%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Henry Ruggs red zone rushing plays,RuggHe00,LVR,1.0,0.0,0.00%,0.0,0.0,1.1%,0.0,0.0,0,0.0,0.0,.0%,All Henry Ruggs red zone receiving plays,RuggHe00,129.0
Trevor Lawrence,128.0,QB14,129.8,89.0,JAX,QB,22.0,17.0,17.0,359.0,602.0,3641.0,12.0,17.0,73.0,334.0,4.58,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,0.0,2.0,199.0,199.0,227.0,216.0,0.0,23.0,0.0,LawrTr00,JAX,27.0,56.0,48.21,155.0,7.0,2.0,13.0,32.0,40.63,53.0,6.0,1.0,All Trevor Lawrence red zone passing plays,LawrTr00,JAX,12.0,45.0,2.0,21.1%,7.0,22.0,2.0,21.2%,4.0,7.0,1.0,22.2%,All Trevor Lawrence red zone rushing plays,LawrTr00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,40.80000000000001
Matt Ryan,129.0,QB15,130.3,85.0,ATL,QB,36.0,17.0,17.0,375.0,560.0,3968.0,20.0,12.0,40.0,82.0,2.05,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,1.0,0.0,223.0,222.9,241.9,234.9,0.0,19.0,0.0,RyanMa00,ATL,43.0,83.0,51.81,317.0,18.0,0.0,17.0,38.0,44.74,72.0,11.0,0.0,All Matt Ryan red zone passing plays,RyanMa00,ATL,11.0,8.0,1.0,16.4%,9.0,10.0,1.0,28.1%,3.0,2.0,1.0,27.3%,All Matt Ryan red zone rushing plays,RyanMa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,45.30000000000001
Baker Mayfield,130.0,QB16,131.5,91.0,CLE,QB,26.0,14.0,14.0,253.0,418.0,3010.0,17.0,13.0,37.0,134.0,3.62,1.0,0.0,0.0,11.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,181.0,180.9,202.9,193.9,0.0,26.0,0.0,MayfBa00,CLE,27.0,44.0,61.36,190.0,12.0,0.0,10.0,21.0,47.62,38.0,9.0,0.0,All Baker Mayfield red zone passing plays,MayfBa00,CLE,4.0,10.0,1.0,4.5%,1.0,5.0,1.0,2.3%,0.0,0.0,0.0,.0%,All Baker Mayfield red zone rushing plays,MayfBa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,40.5
Buffalo Bills,131.0,DST6,133.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,133.5
Curtis Samuel,132.0,WR52,136.5,485.0,WAS,WR,25.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,2.75,0.0,9.0,6.0,27.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.8,9.8,6.8,0.0,188.0,0.0,SamuCu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,WAS,1.0,0.0,0.00%,0.0,0.0,1.9%,0.0,0.0,0,0.0,0.0,.0%,All Curtis Samuel red zone receiving plays,SamuCu00,-348.5
Younghoe Koo,133.0,K3,136.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,136.8
San Francisco 49ers,134.0,DST7,137.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,137.3
Darnell Mooney,135.0,WR53,138.0,58.0,CHI,WR,24.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,5.33,1.0,140.0,81.0,1055.0,13.02,4.0,0.0,0.0,5.0,0.0,0.0,139.0,219.7,222.7,179.2,16.0,22.0,58.0,MoonDa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI,3.0,18.0,1.0,3.6%,1.0,0.0,0.0,2.1%,0.0,0.0,0.0,.0%,All Darnell Mooney red zone rushing plays,MoonDa00,CHI,10.0,5.0,50.00%,31.0,3.0,17.5%,6.0,3.0,50.00%,9.0,2.0,23.1%,All Darnell Mooney red zone receiving plays,MoonDa00,80.0
Nyheim Hines,136.0,RB44,138.0,178.0,IND,RB,25.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,276.0,4.93,2.0,57.0,40.0,310.0,7.75,1.0,3.0,2.0,3.0,0.0,0.0,73.0,112.6,120.6,92.6,0.0,56.0,0.0,HineNy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,IND,5.0,23.0,1.0,4.7%,2.0,11.0,1.0,3.8%,0.0,0.0,0.0,.0%,All Nyheim Hines red zone rushing plays,HineNy00,IND,4.0,4.0,100.00%,28.0,1.0,6.3%,1.0,1.0,100.00%,8.0,1.0,2.8%,All Nyheim Hines red zone receiving plays,HineNy00,-40.0
Jonnu Smith,137.0,TE14,138.3,271.0,NWE,TE,26.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,4.44,0.0,45.0,28.0,294.0,10.5,1.0,1.0,0.0,1.0,0.0,0.0,39.0,67.4,70.4,53.4,0.0,34.0,0.0,SmitJo01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NWE,2.0,7.0,0.0,2.1%,1.0,5.0,0.0,1.9%,0.0,0.0,0.0,.0%,All Jonnu Smith red zone rushing plays,SmitJo01,NWE,10.0,5.0,50.00%,25.0,1.0,12.8%,5.0,2.0,40.00%,5.0,1.0,14.3%,All Jonnu Smith red zone receiving plays,SmitJo01,-132.7
Justin Fields,138.0,QB17,140.3,99.0,CHI,QB,22.0,12.0,10.0,159.0,270.0,1870.0,7.0,10.0,72.0,420.0,5.83,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,2.0,0.0,0.0,127.0,126.8,147.8,136.8,0.0,31.0,0.0,FielJu00,CHI,17.0,31.0,54.84,116.0,5.0,0.0,4.0,14.0,28.57,17.0,3.0,0.0,All Justin Fields red zone passing plays,FielJu00,CHI,9.0,27.0,1.0,10.8%,4.0,8.0,1.0,8.5%,1.0,3.0,1.0,4.8%,All Justin Fields red zone rushing plays,FielJu00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,41.30000000000001
Marvin Jones,139.0,WR54,140.5,117.0,JAX,WR,31.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,73.0,832.0,11.4,4.0,0.0,0.0,4.0,0.0,0.0,107.0,180.2,183.2,143.7,0.0,37.0,0.0,JoneMa02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,JAX,18.0,7.0,38.89%,38.0,2.0,34.0%,11.0,4.0,36.36%,16.0,2.0,37.9%,All Marvin Jones red zone receiving plays,JoneMa02,23.5
Alexander Mattison,140.0,RB45,144.0,132.0,MIN,RB,23.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,134.0,491.0,3.66,3.0,39.0,32.0,228.0,7.13,1.0,1.0,1.0,4.0,0.0,0.0,94.0,125.9,132.9,109.9,0.0,40.0,0.0,MattAl01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIN,28.0,69.0,3.0,33.7%,14.0,30.0,3.0,29.2%,2.0,3.0,1.0,11.8%,All Alexander Mattison red zone rushing plays,MattAl01,MIN,7.0,3.0,42.86%,15.0,1.0,10.0%,3.0,1.0,33.33%,-3.0,0.0,9.4%,All Alexander Mattison red zone receiving plays,MattAl01,12.0
Cole Beasley,141.0,WR55,144.5,171.0,BUF,WR,32.0,16.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,82.0,693.0,8.45,1.0,1.0,0.0,1.0,1.0,0.0,77.0,159.3,162.3,118.3,0.0,58.0,0.0,BeasCo00,BUF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Cole Beasley red zone passing plays,BeasCo00,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BUF,13.0,8.0,61.54%,39.0,0.0,10.7%,3.0,2.0,66.67%,4.0,0.0,5.7%,All Cole Beasley red zone receiving plays,BeasCo00,-26.5
Trey Lance,142.0,QB18,145.0,190.0,SFO,QB,21.0,6.0,2.0,41.0,71.0,603.0,5.0,2.0,38.0,168.0,4.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,64.9,72.9,66.9,0.0,40.0,0.0,LancTr00,SFO,4.0,7.0,57.14,27.0,3.0,0.0,3.0,6.0,50.0,21.0,3.0,0.0,All Trey Lance red zone passing plays,LancTr00,SFO,4.0,7.0,1.0,6.3%,2.0,5.0,1.0,5.1%,1.0,1.0,1.0,6.7%,All Trey Lance red zone rushing plays,LancTr00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-45.0
J.D. McKissic,143.0,RB46,146.5,153.0,WAS,RB,28.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,48.0,212.0,4.42,2.0,53.0,43.0,397.0,9.23,2.0,0.0,0.0,4.0,0.0,0.0,85.0,127.9,133.9,106.4,0.0,50.0,0.0,McKiJ.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WAS,6.0,28.0,2.0,8.1%,4.0,15.0,2.0,9.1%,2.0,3.0,1.0,9.1%,All J.D. McKissic red zone rushing plays,McKiJ.00,WAS,3.0,3.0,100.00%,13.0,1.0,5.8%,2.0,2.0,100.00%,10.0,1.0,8.7%,All J.D. McKissic red zone receiving plays,McKiJ.00,-6.5
Rhamondre Stevenson,144.0,RB47,148.0,126.0,NWE,RB,23.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,133.0,606.0,4.56,5.0,18.0,14.0,123.0,8.79,0.0,2.0,1.0,5.0,0.0,0.0,101.0,114.9,121.9,107.9,0.0,36.0,0.0,StevRh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NWE,24.0,63.0,5.0,25.3%,12.0,23.0,5.0,23.1%,5.0,3.0,3.0,20.0%,All Rhamondre Stevenson red zone rushing plays,StevRh00,NWE,3.0,2.0,66.67%,4.0,0.0,3.8%,1.0,0.0,0.00%,0.0,0.0,2.9%,All Rhamondre Stevenson red zone receiving plays,StevRh00,22.0
Tyler Bass,145.0,K4,148.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,148.8
Tevin Coleman,146.0,RB48,150.8,260.0,NYJ,RB,28.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,84.0,356.0,4.24,0.0,16.0,11.0,49.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,41.0,51.5,54.5,46.0,0.0,77.0,0.0,ColeTe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ,13.0,44.0,0.0,18.3%,9.0,18.0,0.0,19.6%,4.0,4.0,0.0,14.8%,All Tevin Coleman red zone rushing plays,ColeTe01,NYJ,6.0,5.0,83.33%,24.0,0.0,9.8%,2.0,2.0,100.00%,12.0,0.0,8.7%,All Tevin Coleman red zone receiving plays,ColeTe01,-109.19999999999999
DeVante Parker,147.0,WR56,152.0,192.0,MIA,WR,28.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,40.0,515.0,12.88,2.0,0.0,0.0,2.0,0.0,0.0,64.0,103.5,106.5,83.5,0.0,70.0,0.0,ParkDe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIA,6.0,3.0,50.00%,23.0,2.0,8.1%,2.0,1.0,50.00%,3.0,1.0,5.3%,All DeVante Parker red zone receiving plays,ParkDe01,-40.0
Jakobi Meyers,148.0,WR57,152.3,123.0,NWE,WR,25.0,17.0,16.0,2.0,2.0,45.0,0.0,0.0,1.0,9.0,9.0,0.0,126.0,83.0,866.0,10.43,2.0,1.0,1.0,2.0,2.0,0.0,103.0,186.3,190.3,144.8,0.0,41.0,0.0,MeyeJa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,16.0,9.0,56.25%,47.0,2.0,20.5%,9.0,4.0,44.44%,24.0,1.0,25.7%,All Jakobi Meyers red zone receiving plays,MeyeJa01,29.30000000000001
Indianapolis Colts,149.0,DST8,153.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,153.0
