Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre,Difference
Blake Jarwin,230.0,TE23,222.5,344.0,DAL,TE,27.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,96.0,8.73,2.0,0.0,0.0,2.0,0.0,0.0,22.0,32.6,32.6,27.1,0.0,57.0,0.0,JarwBl00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DAL,6.0,3.0,50.00%,25.0,2.0,5.9%,3.0,1.0,33.33%,1.0,1.0,8.3%,All Blake Jarwin red zone receiving plays,JarwBl00,-121.5
Cole Kmet,231.0,TE24,223.0,197.0,CHI,TE,22.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,60.0,612.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,61.0,121.2,124.2,91.2,0.0,22.0,0.0,KmetCo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI,1.0,0.0,0.0,1.2%,1.0,0.0,0.0,2.1%,1.0,0.0,0.0,4.8%,All Cole Kmet red zone rushing plays,KmetCo00,CHI,12.0,5.0,41.67%,36.0,0.0,21.1%,4.0,0.0,0.00%,0.0,0.0,15.4%,All Cole Kmet red zone receiving plays,KmetCo00,26.0
Adam Trautman,232.0,TE25,226.0,288.0,NOR,TE,24.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,263.0,9.74,2.0,1.0,1.0,2.0,0.0,0.0,36.0,63.3,67.3,49.8,0.0,42.0,0.0,TrauAd00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,8.0,4.0,50.00%,38.0,2.0,12.9%,3.0,1.0,33.33%,-1.0,0.0,11.5%,All Adam Trautman red zone receiving plays,TrauAd00,-62.0
Carson Wentz,233.0,QB28,250.0,79.0,IND,QB,29.0,17.0,17.0,322.0,516.0,3563.0,27.0,7.0,57.0,215.0,3.77,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,2.0,258.0,258.0,276.0,265.0,0.0,13.0,0.0,WentCa00,IND,38.0,67.0,56.72,246.0,19.0,1.0,20.0,38.0,52.63,87.0,12.0,1.0,All Carson Wentz red zone passing plays,WentCa00,IND,9.0,15.0,1.0,8.5%,7.0,3.0,1.0,13.5%,3.0,1.0,1.0,9.7%,All Carson Wentz red zone rushing plays,WentCa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,171.0
Tennessee Titans,234.0,DST18,175.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,175.0
Anthony McFarland Jr.,235.0,RB71,176.0,557.0,PIT,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,1.9,0.0,152.0,0.0,McFaAn00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-381.0
Tre'Quan Smith,236.0,WR78,230.5,213.0,NOR,WR,25.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,377.0,11.78,3.0,1.0,0.0,3.0,0.0,0.0,56.0,87.7,90.7,71.7,0.0,84.0,0.0,SmitTr03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,8.0,4.0,50.00%,42.0,3.0,12.9%,4.0,1.0,25.00%,2.0,0.0,15.4%,All Tre'Quan Smith red zone receiving plays,SmitTr03,17.5
Cordarrelle Patterson,237.0,RB72,230.5,36.0,ATL,RB,30.0,16.0,13.0,0.0,1.0,0.0,0.0,0.0,153.0,618.0,4.04,6.0,69.0,52.0,548.0,10.54,5.0,2.0,0.0,11.0,0.0,0.0,183.0,234.6,240.6,208.6,34.0,12.0,36.0,PattCo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL,31.0,116.0,6.0,46.3%,13.0,27.0,5.0,40.6%,5.0,3.0,1.0,45.5%,All Cordarrelle Patterson red zone rushing plays,PattCo00,ATL,12.0,9.0,75.00%,86.0,4.0,15.4%,2.0,1.0,50.00%,7.0,1.0,5.7%,All Cordarrelle Patterson red zone receiving plays,PattCo00,194.5
Justin Jackson,238.0,RB73,231.5,191.0,LAC,RB,25.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,364.0,5.35,2.0,25.0,22.0,178.0,8.09,0.0,1.0,1.0,2.0,0.0,0.0,64.0,86.2,93.2,75.2,0.0,60.0,0.0,JackJu01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAC,19.0,79.0,2.0,19.0%,8.0,23.0,1.0,15.4%,2.0,2.0,0.0,8.7%,All Justin Jackson red zone rushing plays,JackJu01,LAC,3.0,3.0,100.00%,10.0,0.0,3.1%,1.0,1.0,100.00%,0.0,0.0,2.0%,All Justin Jackson red zone receiving plays,JackJu01,40.5
O.J. Howard,239.0,TE26,183.0,351.0,TAM,TE,27.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,135.0,9.64,1.0,0.0,0.0,1.0,0.0,0.0,20.0,33.5,36.5,26.5,0.0,60.0,0.0,HowaO.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TAM,3.0,2.0,66.67%,5.0,1.0,2.3%,2.0,1.0,50.00%,2.0,1.0,3.2%,All O.J. Howard red zone receiving plays,HowaO.00,-168.0
Joshua Palmer,240.0,WR79,232.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,232.5
Tyrell Williams,241.0,WR80,233.5,570.0,DET,WR,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,2.4,0.0,213.0,0.0,WillTy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DET,1.0,1.0,100.00%,7.0,0.0,1.7%,0.0,0.0,0,0.0,0.0,.0%,All Tyrell Williams red zone receiving plays,WillTy00,-336.5
Chicago Bears,242.0,DST19,234.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,234.5
Tarik Cohen,243.0,RB74,235.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,235.0
Boston Scott,244.0,RB75,236.5,149.0,PHI,RB,26.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,87.0,373.0,4.29,7.0,16.0,13.0,83.0,6.38,0.0,1.0,1.0,7.0,0.0,0.0,86.0,98.6,102.6,92.1,0.0,47.0,0.0,ScotBo02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI,19.0,52.0,7.0,18.3%,16.0,28.0,7.0,22.9%,10.0,16.0,7.0,27.8%,All Boston Scott red zone rushing plays,ScotBo02,PHI,1.0,0.0,0.00%,0.0,0.0,1.7%,1.0,0.0,0.00%,0.0,0.0,3.7%,All Boston Scott red zone receiving plays,ScotBo02,87.5
Taysom Hill,245.0,TE27,193.0,106.0,NOR,QB,31.0,12.0,9.0,78.0,134.0,978.0,4.0,5.0,70.0,374.0,5.34,5.0,6.0,4.0,52.0,13.0,0.0,2.0,0.0,5.0,0.0,0.0,118.0,121.7,132.7,124.7,0.0,32.0,0.0,HillTa00,NOR,7.0,13.0,53.85,46.0,2.0,0.0,2.0,3.0,66.67,5.0,0.0,0.0,All Taysom Hill red zone passing plays,HillTa00,NOR,14.0,65.0,4.0,18.4%,7.0,30.0,4.0,22.6%,3.0,5.0,2.0,20.0%,All Taysom Hill red zone rushing plays,HillTa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,87.0
Jordan Akins,246.0,TE28,194.0,359.0,HOU,TE,29.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,33.0,24.0,214.0,8.92,0.0,2.0,2.0,0.0,0.0,0.0,18.0,41.7,46.7,29.7,0.0,63.0,0.0,AkinJo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,HOU,5.0,1.0,20.00%,3.0,0.0,10.6%,3.0,1.0,33.33%,3.0,0.0,12.5%,All Jordan Akins red zone receiving plays,AkinJo00,-165.0
Jaret Patterson,247.0,RB76,197.0,241.0,WAS,RB,22.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,266.0,3.91,2.0,11.0,10.0,73.0,7.3,0.0,1.0,0.0,2.0,0.0,0.0,46.0,55.9,58.9,50.9,0.0,69.0,0.0,PattJa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WAS,6.0,22.0,2.0,8.1%,2.0,4.0,1.0,4.5%,1.0,1.0,1.0,4.5%,All Jaret Patterson red zone rushing plays,PattJa01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-44.0
Elijah Mitchell,248.0,RB77,199.0,76.0,SFO,RB,23.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,207.0,963.0,4.65,5.0,20.0,19.0,137.0,7.21,1.0,0.0,0.0,6.0,0.0,0.0,146.0,165.0,171.0,155.5,0.0,24.0,76.0,MitcEl00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SFO,25.0,83.0,5.0,39.1%,12.0,29.0,4.0,30.8%,5.0,9.0,3.0,33.3%,All Elijah Mitchell red zone rushing plays,MitcEl00,SFO,1.0,1.0,100.00%,8.0,1.0,1.7%,1.0,1.0,100.00%,8.0,1.0,3.3%,All Elijah Mitchell red zone receiving plays,MitcEl00,123.0
Parris Campbell,249.0,WR81,240.5,343.0,IND,WR,24.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,162.0,16.2,1.0,0.0,0.0,1.0,0.0,0.0,22.0,32.2,35.2,27.2,0.0,137.0,0.0,CampPa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-102.5
Nico Collins,250.0,WR82,201.0,225.0,HOU,WR,22.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,33.0,446.0,13.52,1.0,0.0,0.0,1.0,0.0,0.0,51.0,83.6,86.6,67.1,0.0,91.0,0.0,CollNi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,HOU,6.0,1.0,16.67%,13.0,1.0,12.8%,5.0,0.0,0.00%,0.0,0.0,20.8%,All Nico Collins red zone receiving plays,CollNi00,-24.0
Donovan Peoples-Jones,251.0,WR83,203.0,174.0,CLE,WR,22.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,597.0,17.56,3.0,2.0,1.0,3.0,0.0,0.0,76.0,109.7,113.7,92.7,0.0,60.0,0.0,PeopDo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,3.0,1.0,33.33%,11.0,1.0,5.4%,2.0,0.0,0.00%,0.0,0.0,7.1%,All Donovan Peoples-Jones red zone receiving plays,PeopDo00,29.0
Los Angeles Chargers,252.0,DST20,251.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,251.5
Benny Snell Jr.,253.0,RB78,209.0,417.0,PIT,RB,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,98.0,2.72,0.0,4.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.1,13.1,12.1,0.0,118.0,0.0,SnelBe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-208.0
Javian Hawkins,254.0,RB79,210.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,210.0
Brian Hill,255.0,RB80,211.0,617.0,SFO,0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,HillBr02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-406.0
Daniel Jones,256.0,QB29,246.5,93.0,NYG,QB,24.0,11.0,11.0,232.0,361.0,2428.0,10.0,7.0,62.0,298.0,4.81,2.0,1.0,1.0,16.0,16.0,0.0,7.0,3.0,2.0,2.0,1.0,167.0,167.5,183.5,174.0,0.0,27.0,0.0,JoneDa05,NYG,16.0,42.0,38.1,70.0,5.0,0.0,9.0,19.0,47.37,26.0,5.0,0.0,All Daniel Jones red zone passing plays,JoneDa05,NYG,13.0,48.0,2.0,28.9%,5.0,17.0,2.0,21.7%,2.0,4.0,1.0,18.2%,All Daniel Jones red zone rushing plays,JoneDa05,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,153.5
Evan McPherson,257.0,K17,247.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,247.5
Eric Ebron,258.0,TE29,248.0,347.0,PIT,TE,28.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,12.0,84.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,21.0,32.5,32.5,26.5,0.0,59.0,0.0,EbroEr00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PIT,1.0,1.0,1.0,2.4%,1.0,1.0,1.0,4.3%,1.0,1.0,1.0,6.7%,All Eric Ebron red zone rushing plays,EbroEr00,PIT,3.0,1.0,33.33%,5.0,1.0,3.1%,2.0,1.0,50.00%,5.0,1.0,4.5%,All Eric Ebron red zone receiving plays,EbroEr00,-99.0
Joshua Kelley,259.0,RB81,218.0,403.0,LAC,RB,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,102.0,3.09,0.0,6.0,5.0,38.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,12.0,17.0,21.0,14.5,0.0,115.0,0.0,KellJo01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAC,5.0,13.0,0.0,5.0%,3.0,5.0,0.0,5.8%,2.0,2.0,0.0,8.7%,All Joshua Kelley red zone rushing plays,KellJo01,LAC,1.0,0.0,0.00%,0.0,0.0,1.0%,0.0,0.0,0,0.0,0.0,.0%,All Joshua Kelley red zone receiving plays,KellJo01,-185.0
Xavier Jones,260.0,RB82,305.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,305.0
Carolina Panthers,261.0,DST21,257.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,257.5
New Orleans Saints,262.0,DST22,252.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,252.5
Chris Herndon,263.0,TE30,225.0,424.0,MIN,TE,25.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,40.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,14.0,14.0,12.0,0.0,78.0,0.0,HernCh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIN,1.0,1.0,100.00%,2.0,1.0,1.4%,1.0,1.0,100.00%,2.0,1.0,3.1%,All Chris Herndon red zone receiving plays,HernCh00,-199.0
Darius Slayton,264.0,WR84,226.0,252.0,NYG,WR,24.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-13.0,-13.0,0.0,58.0,26.0,339.0,13.04,2.0,1.0,1.0,2.0,0.0,0.0,43.0,68.6,72.6,55.6,0.0,104.0,0.0,SlayDa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYG,2.0,0.0,0.00%,0.0,0.0,3.6%,0.0,0.0,0,0.0,0.0,.0%,All Darius Slayton red zone receiving plays,SlayDa01,-26.0
Sam Darnold,265.0,QB30,255.0,94.0,CAR,QB,24.0,12.0,11.0,243.0,406.0,2527.0,9.0,13.0,48.0,222.0,4.63,5.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,1.0,157.0,157.3,180.3,170.3,0.0,28.0,0.0,DarnSa00,CAR,22.0,41.0,53.66,136.0,7.0,1.0,10.0,21.0,47.62,46.0,6.0,0.0,All Sam Darnold red zone passing plays,DarnSa00,CAR,9.0,35.0,5.0,12.9%,6.0,12.0,4.0,16.2%,4.0,2.0,2.0,26.7%,All Sam Darnold red zone rushing plays,DarnSa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,161.0
Juwan Johnson,266.0,TE31,234.0,264.0,NOR,TE,25.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,159.0,12.23,4.0,0.0,0.0,4.0,0.0,0.0,40.0,52.9,55.9,46.4,0.0,33.0,0.0,JohnJu02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,7.0,5.0,71.43%,33.0,4.0,11.3%,3.0,3.0,100.00%,14.0,3.0,11.5%,All Juwan Johnson red zone receiving plays,JohnJu02,-30.0
Jerick McKinnon,267.0,RB83,270.5,337.0,KAN,RB,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,62.0,5.17,0.0,20.0,13.0,107.0,8.23,1.0,0.0,0.0,1.0,0.0,0.0,23.0,35.9,38.9,29.4,0.0,96.0,0.0,McKiJe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,9.0,18.0,0.0,9.7%,4.0,-1.0,0.0,7.7%,0.0,0.0,0.0,.0%,All Jerick McKinnon red zone rushing plays,McKiJe00,KAN,7.0,6.0,85.71%,48.0,2.0,6.0%,2.0,2.0,100.00%,9.0,1.0,3.3%,All Jerick McKinnon red zone receiving plays,McKiJe00,-66.5
Byron Pringle,268.0,WR85,239.0,154.0,KAN,WR,28.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,42.0,568.0,13.52,5.0,2.0,1.0,5.0,0.0,0.0,85.0,126.8,130.8,105.8,0.0,53.0,0.0,PrinBy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,KAN,10.0,8.0,80.00%,50.0,6.0,8.5%,5.0,4.0,80.00%,14.0,4.0,8.3%,All Byron Pringle red zone receiving plays,PrinBy00,85.0
Sammy Watkins,269.0,WR86,261.0,254.0,BAL,WR,28.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,27.0,394.0,14.59,1.0,1.0,1.0,1.0,0.0,0.0,43.0,70.4,74.4,56.9,0.0,101.0,0.0,WatkSa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,4.0,3.0,75.00%,16.0,1.0,5.5%,1.0,1.0,100.00%,6.0,1.0,2.9%,All Sammy Watkins red zone receiving plays,WatkSa00,7.0
