Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Gus Edwards,231.0,RB67,218.5,139.0,BAL,RB,24.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,711.0,5.35,2.0,7.0,7.0,45.0,6.43,0.0,2.0,1.0,2.0,0.0,0.0,86.0,92.6,96.6,89.1,0.0,43.0,0.0,EdwaGu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,20.0,50.0,1.0,19.2%,10.0,5.0,0.0,17.5%,6.0,2.0,0.0,21.4%,All Gus Edwards red zone rushing plays,EdwaGu00,BAL,1.0,1.0,100.00%,6.0,0.0,1.6%,0.0,0.0,0,0.0,0.0,.0%,All Gus Edwards red zone receiving plays,EdwaGu00
Randall Cobb,232.0,WR77,219.0,129.0,DAL,WR,29.0,15.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,83.0,55.0,828.0,15.05,3.0,2.0,1.0,3.0,0.0,0.0,100.0,154.9,158.9,127.4,0.0,47.0,0.0,CobbRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DAL,8.0,4.0,50.00%,48.0,1.0,13.8%,2.0,0.0,0.00%,0.0,0.0,10.0%,All Randall Cobb red zone receiving plays,CobbRa00
Cameron Brate,233.0,TE26,259.3,201.0,TAM,TE,28.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,36.0,311.0,8.64,4.0,0.0,0.0,4.0,0.0,0.0,55.0,91.1,94.1,73.1,0.0,24.0,0.0,BratCa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TAM,8.0,6.0,75.00%,42.0,4.0,12.5%,5.0,3.0,60.00%,15.0,3.0,13.2%,All Cameron Brate red zone receiving plays,BratCa00
Giorgio Tavecchio,234.0,K18,229.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Mike Davis,235.0,RB68,231.0,440.0,2TM,RB,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,2.08,0.0,8.0,7.0,22.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.9,11.9,8.4,0.0,123.0,0.0,DaviMi01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CHI,2.0,1.0,50.00%,5.0,0.0,3.0%,0.0,0.0,0,0.0,0.0,.0%,All Mike Davis red zone receiving plays,DaviMi01
Demaryius Thomas,236.0,WR78,232.0,224.0,NYJ,WR,32.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,36.0,433.0,12.03,1.0,0.0,0.0,1.0,0.0,0.0,49.0,85.3,88.3,67.3,0.0,86.0,0.0,ThomDe03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYJ,6.0,3.0,50.00%,23.0,1.0,12.2%,0.0,0.0,0,0.0,0.0,.0%,All Demaryius Thomas red zone receiving plays,ThomDe03
Washington Commanders,237.0,DST21,256.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Andy Isabella,238.0,WR79,234.0,299.0,ARI,WR,23.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,3.75,0.0,13.0,9.0,189.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,35.4,38.4,30.9,0.0,119.0,0.0,IsabAn00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARI,1.0,6.0,0.0,1.7%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Andy Isabella red zone rushing plays,IsabAn00,ARI,1.0,0.0,0.00%,0.0,0.0,1.4%,1.0,0.0,0.00%,0.0,0.0,3.1%,All Andy Isabella red zone receiving plays,IsabAn00
Chase Edmonds,239.0,RB69,234.5,170.0,ARI,RB,23.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,303.0,5.05,4.0,21.0,12.0,105.0,8.75,1.0,0.0,0.0,5.0,0.0,0.0,71.0,82.8,88.8,76.8,0.0,52.0,0.0,EdmoCh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARI,5.0,5.0,0.0,8.6%,1.0,2.0,0.0,3.7%,0.0,0.0,0.0,.0%,All Chase Edmonds red zone rushing plays,EdmoCh00,ARI,6.0,4.0,66.67%,18.0,1.0,8.7%,1.0,1.0,100.00%,2.0,1.0,3.1%,All Chase Edmonds red zone receiving plays,EdmoCh00
Chris Moore,240.0,WR80,288.5,493.0,BAL,WR,26.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.1,5.1,3.6,0.0,194.0,0.0,MoorCh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,1.0,0.0,0.0,1.0%,1.0,0.0,0.0,1.8%,1.0,0.0,0.0,3.6%,All Chris Moore red zone rushing plays,MoorCh00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Tyler Eifert,241.0,TE27,241.5,183.0,CIN,TE,29.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,43.0,436.0,10.14,3.0,0.0,0.0,3.0,1.0,0.0,64.0,106.6,109.6,85.1,0.0,21.0,0.0,EifeTy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CIN,9.0,4.0,44.44%,39.0,2.0,12.2%,7.0,2.0,28.57%,7.0,2.0,19.4%,All Tyler Eifert red zone receiving plays,EifeTy00
Antonio Callaway,242.0,WR81,187.0,401.0,CLE,WR,22.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,89.0,11.13,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.9,16.9,12.9,0.0,161.0,0.0,CallAn00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,5.0,2.0,40.00%,17.0,0.0,7.2%,1.0,0.0,0.00%,0.0,0.0,2.7%,All Antonio Callaway red zone receiving plays,CallAn00
Jacoby Brissett,243.0,QB27,243.0,90.0,IND,QB,27.0,15.0,15.0,272.0,447.0,2942.0,18.0,6.0,56.0,228.0,4.07,4.0,1.0,1.0,2.0,2.0,0.0,7.0,5.0,4.0,0.0,1.0,217.0,217.7,234.7,223.2,0.0,23.0,0.0,BrisJa00,IND,30.0,58.0,51.72,180.0,15.0,0.0,15.0,26.0,57.69,47.0,10.0,0.0,All Jacoby Brissett red zone passing plays,BrisJa00,IND,12.0,33.0,4.0,16.7%,7.0,16.0,4.0,17.9%,3.0,4.0,2.0,15.8%,All Jacoby Brissett red zone rushing plays,BrisJa00,IND,1.0,1.0,100.00%,2.0,0.0,1.5%,1.0,1.0,100.00%,2.0,0.0,3.3%,All Jacoby Brissett red zone receiving plays,BrisJa00
Darrel Williams,244.0,RB70,189.0,212.0,KAN,RB,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,141.0,3.44,3.0,19.0,15.0,167.0,11.13,1.0,1.0,1.0,4.0,0.0,0.0,53.0,67.8,74.8,60.3,0.0,60.0,0.0,WillDa10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,11.0,11.0,3.0,16.4%,7.0,10.0,3.0,20.0%,5.0,4.0,2.0,29.4%,All Darrel Williams red zone rushing plays,WillDa10,KAN,2.0,2.0,100.00%,14.0,1.0,3.2%,1.0,1.0,100.00%,3.0,1.0,3.4%,All Darrel Williams red zone receiving plays,WillDa10
T.J. Yeldon,245.0,RB71,244.0,354.0,BUF,RB,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,63.0,3.71,0.0,15.0,13.0,124.0,9.54,0.0,1.0,1.0,0.0,0.0,0.0,17.0,29.7,33.7,23.2,0.0,96.0,0.0,YeldT.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BUF,2.0,2.0,0.0,2.9%,1.0,0.0,0.0,3.0%,0.0,0.0,0.0,.0%,All T.J. Yeldon red zone rushing plays,YeldT.00,BUF,1.0,0.0,0.00%,0.0,0.0,2.1%,0.0,0.0,0,0.0,0.0,.0%,All T.J. Yeldon red zone receiving plays,YeldT.00
Ted Ginn Jr.,246.0,WR82,248.5,199.0,NOR,WR,34.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,6.0,0.0,56.0,30.0,421.0,14.03,2.0,0.0,0.0,2.0,0.0,0.0,56.0,85.9,88.9,70.9,0.0,78.0,0.0,GinnTe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Quincy Enunwa ,247.0,WR83,246.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Kelvin Harmon,248.0,WR84,196.0,260.0,WAS,WR,23.0,16.0,8.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,365.0,12.17,0.0,0.0,0.0,0.0,0.0,0.0,37.0,66.9,69.9,51.9,0.0,98.0,0.0,HarmKe00,WAS,1.0,1.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Kelvin Harmon red zone passing plays,HarmKe00,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,WAS,6.0,2.0,33.33%,11.0,0.0,9.7%,3.0,0.0,0.00%,0.0,0.0,9.4%,All Kelvin Harmon red zone receiving plays,HarmKe00
Willie Snead,249.0,WR85,249.0,186.0,BAL,WR,27.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,46.0,31.0,339.0,10.94,5.0,0.0,0.0,5.0,0.0,0.0,64.0,95.1,98.1,79.6,0.0,72.0,0.0,SneaWi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,1.0,2.0,0.0,1.0%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Willie Snead red zone rushing plays,SneaWi00,BAL,7.0,5.0,71.43%,26.0,3.0,11.1%,3.0,3.0,100.00%,18.0,3.0,10.0%,All Willie Snead red zone receiving plays,SneaWi00
Trayveon Williams,250.0,RB72,200.0,609.0,CIN,0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,WillTr06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Andy Dalton,251.0,QB28,250.0,92.0,CIN,QB,32.0,13.0,13.0,314.0,528.0,3494.0,16.0,14.0,32.0,73.0,2.28,4.0,1.0,1.0,-4.0,-4.0,0.0,8.0,4.0,4.0,1.0,1.0,203.0,203.7,224.7,217.2,0.0,26.0,0.0,DaltAn00,CIN,38.0,73.0,52.05,239.0,10.0,2.0,13.0,38.0,34.21,44.0,8.0,0.0,All Andy Dalton red zone passing plays,DaltAn00,CIN,7.0,19.0,4.0,12.5%,5.0,11.0,4.0,15.2%,4.0,6.0,3.0,19.0%,All Andy Dalton red zone rushing plays,DaltAn00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Mike Gesicki,252.0,TE28,250.5,64.0,MIA,TE,24.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,51.0,570.0,11.18,5.0,1.0,1.0,5.0,0.0,0.0,85.0,136.0,140.0,110.5,8.0,11.0,64.0,GesiMi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIA,11.0,5.0,45.45%,57.0,4.0,15.5%,6.0,1.0,16.67%,5.0,1.0,28.6%,All Mike Gesicki red zone receiving plays,GesiMi00
Diontae Johnson,253.0,WR86,203.0,120.0,PIT,WR,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,10.25,0.0,92.0,59.0,680.0,11.53,5.0,5.0,2.0,6.0,0.0,0.0,104.0,163.1,168.1,133.6,0.0,40.0,0.0,JohnDi01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PIT,7.0,4.0,57.14%,26.0,1.0,15.9%,1.0,1.0,100.00%,2.0,1.0,6.7%,All Diontae Johnson red zone receiving plays,JohnDi01
San Francisco 49ers,254.0,DST22,251.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ryquell Armstead,255.0,RB73,251.5,258.0,JAX,RB,23.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,108.0,3.09,0.0,24.0,14.0,144.0,10.29,2.0,0.0,0.0,2.0,0.0,0.0,37.0,51.2,57.2,44.2,0.0,76.0,0.0,ArmsRy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,JAX,7.0,7.0,0.0,11.3%,3.0,8.0,0.0,10.0%,0.0,0.0,0.0,.0%,All Ryquell Armstead red zone rushing plays,ArmsRy00,JAX,3.0,2.0,66.67%,10.0,2.0,5.1%,3.0,2.0,66.67%,10.0,2.0,9.1%,All Ryquell Armstead red zone receiving plays,ArmsRy00
Rashard Higgins,256.0,WR87,254.5,379.0,CLE,WR,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,55.0,13.75,1.0,0.0,0.0,1.0,0.0,0.0,12.0,15.5,15.5,13.5,0.0,150.0,0.0,HiggRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,3.0,1.0,33.33%,7.0,1.0,4.3%,2.0,1.0,50.00%,7.0,1.0,5.4%,All Rashard Higgins red zone receiving plays,HiggRa00
Aldrick Rosas,257.0,K19,254.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Robert Foster,258.0,WR88,211.0,403.0,BUF,WR,25.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,14.5,0.0,18.0,3.0,64.0,21.33,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.3,12.3,10.8,0.0,158.0,0.0,FostRo01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BUF,1.0,0.0,0.00%,0.0,0.0,2.1%,0.0,0.0,0,0.0,0.0,.0%,All Robert Foster red zone receiving plays,FostRo01
Jakobi Meyers,259.0,WR89,212.0,265.0,NWE,WR,23.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,26.0,359.0,13.81,0.0,0.0,0.0,0.0,0.0,0.0,36.0,61.9,64.9,48.9,0.0,101.0,0.0,MeyeJa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,4.0,1.0,25.00%,6.0,0.0,4.7%,2.0,0.0,0.00%,0.0,0.0,4.9%,All Jakobi Meyers red zone receiving plays,MeyeJa01
Preston Williams,260.0,WR90,213.0,190.0,MIA,WR,22.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,428.0,13.38,3.0,2.0,1.0,3.0,0.0,0.0,59.0,90.8,94.8,74.8,0.0,75.0,0.0,WillPr01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIA,10.0,6.0,60.00%,54.0,3.0,14.1%,3.0,2.0,66.67%,11.0,2.0,14.3%,All Preston Williams red zone receiving plays,WillPr01
Cole Beasley,261.0,WR91,256.0,108.0,BUF,WR,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,67.0,778.0,11.61,6.0,0.0,0.0,6.0,2.0,0.0,118.0,184.8,187.8,151.3,0.0,35.0,0.0,BeasCo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BUF,8.0,7.0,87.50%,57.0,5.0,16.7%,4.0,4.0,100.00%,17.0,3.0,19.0%,All Cole Beasley red zone receiving plays,BeasCo00
Matt LaCosse,262.0,TE29,222.0,338.0,NWE,TE,27.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,131.0,10.08,1.0,0.0,0.0,1.0,0.0,0.0,19.0,32.1,35.1,25.6,0.0,57.0,0.0,LaCoMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,3.0,1.0,33.33%,8.0,1.0,3.5%,1.0,1.0,100.00%,8.0,1.0,2.4%,All Matt LaCosse red zone receiving plays,LaCoMa00
Dontrell Hilliard,263.0,RB74,260.5,298.0,CLE,RB,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,49.0,3.77,2.0,15.0,12.0,92.0,7.67,0.0,2.0,0.0,2.0,0.0,0.0,26.0,38.1,38.1,32.1,0.0,84.0,0.0,HillDo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CLE,5.0,22.0,2.0,7.5%,3.0,7.0,2.0,7.0%,2.0,5.0,2.0,10.5%,All Dontrell Hilliard red zone rushing plays,HillDo00,CLE,1.0,0.0,0.00%,0.0,0.0,1.4%,1.0,0.0,0.00%,0.0,0.0,2.7%,All Dontrell Hilliard red zone receiving plays,HillDo00
Trey Quinn ,264.0,WR92,262.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Paul Richardson Jr. ,265.0,WR93,262.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Atlanta Falcons,266.0,DST23,269.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Irv Smith Jr.,267.0,TE30,229.0,240.0,MIN,TE,21.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,36.0,311.0,8.64,2.0,1.0,0.0,2.0,0.0,0.0,43.0,79.1,82.1,61.1,0.0,39.0,0.0,SmitIr01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dan Bailey,268.0,K20,264.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jalen Hurd,269.0,WR94,230.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Matt Gay,270.0,K21,265.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
