Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Jarvis Landry,69.0,WR29,71.0,43.0,CLE,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,138.0,83.0,1174.0,14.14,6.0,0.0,0.0,6.0,0.0,0.0,154.0,237.4,240.4,195.9,25.0,14.0,43.0,LandJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,20.0,11.0,55.00%,74.0,5.0,29.0%,11.0,6.0,54.55%,30.0,4.0,29.7%,All Jarvis Landry red zone receiving plays,LandJa00
Duke Johnson Jr.,70.0,RB30,71.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Drew Brees,71.0,QB6,72.3,88.0,NOR,QB,40.0,11.0,11.0,281.0,378.0,2979.0,27.0,4.0,9.0,-4.0,-0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,225.0,224.8,231.8,228.8,0.0,21.0,0.0,BreeDr00,NOR,39.0,56.0,69.64,259.0,18.0,1.0,16.0,25.0,64.0,65.0,11.0,0.0,All Drew Brees red zone passing plays,BreeDr00,NOR,1.0,1.0,1.0,1.4%,1.0,1.0,1.0,2.8%,1.0,1.0,1.0,7.7%,All Drew Brees red zone rushing plays,BreeDr00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Carson Wentz,72.0,QB7,72.5,60.0,PHI,QB,27.0,16.0,16.0,388.0,607.0,4039.0,27.0,7.0,62.0,243.0,3.92,1.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,0.0,2.0,276.0,275.9,295.9,282.9,12.0,10.0,60.0,WentCa00,PHI,41.0,69.0,59.42,244.0,19.0,0.0,17.0,30.0,56.67,64.0,15.0,0.0,All Carson Wentz red zone passing plays,WentCa00,PHI,11.0,38.0,1.0,14.7%,5.0,10.0,1.0,12.5%,2.0,3.0,1.0,9.5%,All Carson Wentz red zone rushing plays,WentCa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Derrius Guice ,73.0,RB31,73.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Kenyan Drake,74.0,RB32,74.0,47.0,2TM,RB,25.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,170.0,817.0,4.81,8.0,68.0,50.0,345.0,6.9,0.0,2.0,1.0,8.0,1.0,0.0,164.0,214.2,221.2,189.2,24.0,18.0,47.0,DrakKe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2TM,22.0,64.0,7.0,0,13.0,27.0,6.0,0,6.0,9.0,5.0,0,All Kenyan Drake red zone rushing plays,DrakKe00,2TM,5.0,3.0,60.00%,23.0,0.0,0,1.0,1.0,100.00%,5.0,0.0,0,All Kenyan Drake red zone receiving plays,DrakKe00
Jared Cook,75.0,TE7,74.3,25.0,NOR,TE,32.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,43.0,705.0,16.4,9.0,0.0,0.0,9.0,0.0,0.0,125.0,167.5,170.5,146.0,48.0,6.0,25.0,CookJa02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NOR,9.0,4.0,44.44%,32.0,4.0,11.7%,5.0,3.0,60.00%,16.0,3.0,14.3%,All Jared Cook red zone receiving plays,CookJa02
Tarik Cohen,76.0,RB33,74.5,141.0,CHI,RB,24.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,64.0,213.0,3.33,0.0,104.0,79.0,456.0,5.77,3.0,3.0,0.0,3.0,0.0,0.0,85.0,163.9,169.9,124.4,0.0,44.0,0.0,CoheTa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CHI,6.0,16.0,0.0,11.8%,4.0,9.0,0.0,12.1%,1.0,0.0,0.0,6.3%,All Tarik Cohen red zone rushing plays,CoheTa00,CHI,9.0,6.0,66.67%,33.0,3.0,13.6%,2.0,2.0,100.00%,19.0,2.0,6.1%,All Tarik Cohen red zone receiving plays,CoheTa00
Allen Robinson,77.0,WR30,75.3,39.0,CHI,WR,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,154.0,98.0,1147.0,11.7,7.0,0.0,0.0,7.0,0.0,0.0,157.0,254.9,257.9,205.9,28.0,12.0,39.0,RobiAl02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CHI,20.0,11.0,55.00%,82.0,6.0,30.3%,11.0,5.0,45.45%,34.0,5.0,33.3%,All Allen Robinson red zone receiving plays,RobiAl02
Robbie Anderson,78.0,WR31,77.3,114.0,NYJ,WR,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,96.0,52.0,779.0,14.98,5.0,1.0,0.0,5.0,1.0,0.0,110.0,162.3,165.3,136.3,0.0,38.0,0.0,AndeRo04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYJ,5.0,2.0,40.00%,7.0,2.0,10.2%,3.0,2.0,66.67%,7.0,2.0,16.7%,All Robbie Anderson red zone receiving plays,AndeRo04
Jared Goff,79.0,QB8,79.0,80.0,LAR,QB,25.0,16.0,16.0,394.0,626.0,4638.0,22.0,16.0,33.0,40.0,1.21,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,0.0,0.0,248.0,247.5,271.5,263.5,0.0,13.0,0.0,GoffJa00,LAR,46.0,70.0,65.71,261.0,18.0,0.0,23.0,37.0,62.16,118.0,15.0,0.0,All Jared Goff red zone passing plays,GoffJa00,LAR,10.0,6.0,2.0,12.3%,8.0,3.0,2.0,15.4%,4.0,2.0,2.0,18.2%,All Jared Goff red zone rushing plays,GoffJa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dede Westbrook,80.0,WR32,80.0,135.0,JAX,WR,26.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,5.4,0.0,101.0,66.0,660.0,10.0,3.0,1.0,0.0,3.0,2.0,0.0,91.0,156.7,159.7,123.7,0.0,50.0,0.0,WestDe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,JAX,11.0,5.0,45.45%,33.0,3.0,18.6%,6.0,2.0,33.33%,2.0,1.0,18.2%,All Dede Westbrook red zone receiving plays,WestDe00
William Fuller,81.0, WR33,81.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Russell Wilson,82.0,QB9,83.0,14.0,SEA,QB,31.0,16.0,16.0,341.0,516.0,4110.0,31.0,5.0,75.0,342.0,4.56,3.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,1.0,329.0,328.6,341.6,333.6,65.0,3.0,14.0,WilsRu00,SEA,44.0,89.0,49.44,360.0,25.0,1.0,20.0,33.0,60.61,107.0,15.0,0.0,All Russell Wilson red zone passing plays,WilsRu00,SEA,12.0,59.0,3.0,17.4%,6.0,12.0,2.0,16.7%,4.0,2.0,1.0,23.5%,All Russell Wilson red zone rushing plays,WilsRu00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Latavius Murray,83.0,RB34,85.3,104.0,NOR,RB,29.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,146.0,637.0,4.36,5.0,43.0,34.0,235.0,6.91,1.0,0.0,0.0,6.0,0.0,0.0,123.0,157.2,163.2,140.2,0.0,30.0,0.0,MurrLa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NOR,23.0,79.0,3.0,33.3%,14.0,42.0,3.0,38.9%,3.0,6.0,2.0,23.1%,All Latavius Murray red zone rushing plays,MurrLa00,NOR,8.0,6.0,75.00%,35.0,1.0,10.4%,0.0,0.0,0,0.0,0.0,.0%,All Latavius Murray red zone receiving plays,MurrLa00
Chicago Bears,84.0,DST1,89.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Vance McDonald,85.0,TE8,89.3,232.0,PIT,TE,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,55.0,38.0,273.0,7.18,3.0,1.0,0.0,3.0,0.0,0.0,46.0,83.5,86.5,64.5,0.0,35.0,0.0,McDoVa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PIT,9.0,7.0,77.78%,38.0,3.0,20.5%,5.0,3.0,60.00%,18.0,3.0,33.3%,All Vance McDonald red zone receiving plays,McDoVa00
Sammy Watkins,86.0,WR34,89.5,138.0,KAN,WR,26.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,0.0,90.0,52.0,673.0,12.94,3.0,2.0,1.0,3.0,1.0,0.0,87.0,138.5,142.5,112.5,0.0,52.0,0.0,WatkSa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,KAN,6.0,3.0,50.00%,12.0,1.0,9.5%,4.0,2.0,50.00%,2.0,1.0,13.8%,All Sammy Watkins red zone receiving plays,WatkSa00
Jordan Howard,87.0,RB35,89.8,126.0,PHI,RB,25.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,119.0,525.0,4.41,6.0,14.0,10.0,69.0,6.9,1.0,0.0,0.0,7.0,0.0,0.0,101.0,111.4,114.4,106.4,0.0,38.0,0.0,HowaJo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI,22.0,86.0,6.0,29.3%,12.0,25.0,5.0,30.0%,8.0,12.0,5.0,38.1%,All Jordan Howard red zone rushing plays,HowaJo00,PHI,1.0,1.0,100.00%,6.0,0.0,1.4%,0.0,0.0,0,0.0,0.0,.0%,All Jordan Howard red zone receiving plays,HowaJo00
Emmanuel Sanders,88.0,WR35,91.0,103.0,2TM,WR,32.0,17.0,16.0,1.0,1.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,66.0,869.0,13.17,5.0,0.0,0.0,5.0,1.0,0.0,124.0,190.3,193.3,157.3,0.0,32.0,0.0,SandEm00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,2TM,14.0,8.0,57.14%,26.0,4.0,0,8.0,5.0,62.50%,15.0,4.0,0,All Emmanuel Sanders red zone receiving plays,SandEm00
Cam Newton ,89.0,QB10,91.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Christian Kirk,90.0,WR36,91.3,130.0,ARI,WR,23.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,93.0,9.3,0.0,108.0,68.0,709.0,10.43,3.0,0.0,0.0,3.0,1.0,0.0,100.0,168.2,171.2,134.2,0.0,46.0,0.0,KirkCh01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARI,1.0,6.0,0.0,1.7%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Christian Kirk red zone rushing plays,KirkCh01,ARI,12.0,11.0,91.67%,64.0,1.0,17.4%,6.0,6.0,100.00%,12.0,0.0,18.8%,All Christian Kirk red zone receiving plays,KirkCh01
Sterling Shepard,91.0,WR37,93.5,146.0,NYG,WR,26.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,72.0,12.0,0.0,83.0,57.0,576.0,10.11,3.0,0.0,0.0,3.0,1.0,0.0,85.0,141.8,144.8,113.3,0.0,54.0,0.0,ShepSt00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYG,1.0,-2.0,0.0,2.1%,1.0,-2.0,0.0,3.3%,0.0,0.0,0.0,.0%,All Sterling Shepard red zone rushing plays,ShepSt00,NYG,10.0,5.0,50.00%,39.0,2.0,14.9%,4.0,1.0,25.00%,7.0,1.0,14.8%,All Sterling Shepard red zone receiving plays,ShepSt00
Corey Davis,92.0,WR38,95.5,167.0,TEN,WR,24.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,43.0,601.0,13.98,2.0,1.0,0.0,2.0,0.0,0.0,72.0,115.1,118.1,93.6,0.0,64.0,0.0,DaviCo03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,TEN,3.0,2.0,66.67%,13.0,1.0,6.4%,2.0,2.0,100.00%,13.0,1.0,10.0%,All Corey Davis red zone receiving plays,DaviCo03
Marvin Jones Jr.,93.0,WR39,97.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
LeSean McCoy,94.0,RB36,98.3,134.0,KAN,RB,31.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,101.0,465.0,4.6,4.0,34.0,28.0,181.0,6.46,1.0,3.0,2.0,5.0,0.0,0.0,91.0,118.6,126.6,104.6,0.0,41.0,0.0,McCoLe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,18.0,40.0,4.0,26.9%,12.0,22.0,4.0,34.3%,7.0,8.0,3.0,41.2%,All LeSean McCoy red zone rushing plays,McCoLe01,KAN,5.0,3.0,60.00%,23.0,1.0,7.9%,1.0,1.0,100.00%,4.0,0.0,3.4%,All LeSean McCoy red zone receiving plays,McCoLe01
Eric Ebron ,95.0,TE9,99.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ben Roethlisberger ,96.0,QB11,99.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Matt Breida,97.0,RB37,99.8,147.0,SFO,RB,24.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,123.0,623.0,5.07,1.0,22.0,19.0,120.0,6.32,1.0,2.0,1.0,2.0,0.0,0.0,84.0,103.3,110.3,93.8,0.0,45.0,0.0,BreiMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SFO,4.0,3.0,0.0,5.2%,2.0,-2.0,0.0,5.0%,1.0,-2.0,0.0,4.5%,All Matt Breida red zone rushing plays,BreiMa00,SFO,2.0,2.0,100.00%,20.0,1.0,2.8%,1.0,1.0,100.00%,5.0,1.0,2.6%,All Matt Breida red zone receiving plays,BreiMa00
Curtis Samuel,98.0,WR40,100.0,109.0,CAR,WR,23.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,19.0,130.0,6.84,1.0,105.0,54.0,627.0,11.61,6.0,0.0,0.0,7.0,0.0,0.0,118.0,171.7,177.7,144.7,0.0,36.0,0.0,SamuCu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CAR,4.0,28.0,1.0,6.0%,2.0,12.0,1.0,5.0%,0.0,0.0,0.0,.0%,All Curtis Samuel red zone rushing plays,SamuCu00,CAR,14.0,9.0,64.29%,68.0,6.0,23.0%,8.0,5.0,62.50%,18.0,4.0,26.7%,All Curtis Samuel red zone receiving plays,SamuCu00
Devin Singletary,99.0,RB38,100.8,107.0,BUF,RB,22.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,151.0,775.0,5.13,2.0,41.0,29.0,194.0,6.69,2.0,4.0,1.0,4.0,0.0,0.0,119.0,147.9,154.9,133.4,0.0,31.0,0.0,SingDe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BUF,18.0,64.0,2.0,26.5%,3.0,6.0,1.0,9.1%,2.0,4.0,1.0,11.1%,All Devin Singletary red zone rushing plays,SingDe00,BUF,5.0,2.0,40.00%,-5.0,0.0,10.4%,2.0,1.0,50.00%,-1.0,0.0,9.5%,All Devin Singletary red zone receiving plays,SingDe00
Rashaad Penny,100.0,RB39,101.3,179.0,SEA,RB,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,370.0,5.69,3.0,11.0,8.0,83.0,10.38,1.0,1.0,1.0,4.0,0.0,0.0,67.0,75.3,79.3,71.3,0.0,53.0,0.0,PennRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SEA,8.0,29.0,1.0,11.6%,4.0,10.0,1.0,11.1%,2.0,4.0,1.0,11.8%,All Rashaad Penny red zone rushing plays,PennRa00,SEA,2.0,1.0,50.00%,13.0,1.0,2.5%,0.0,0.0,0,0.0,0.0,.0%,All Rashaad Penny red zone receiving plays,PennRa00
David Njoku,101.0,TE10,102.0,395.0,CLE,TE,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,41.0,8.2,1.0,0.0,0.0,1.0,0.0,0.0,10.0,15.1,15.1,12.6,0.0,77.0,0.0,NjokDa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CLE,2.0,1.0,50.00%,3.0,1.0,2.9%,2.0,1.0,50.00%,3.0,1.0,5.4%,All David Njoku red zone receiving plays,NjokDa00
Darrell Henderson Jr.,102.0,RB40,102.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jameis Winston,103.0,QB12,103.5,30.0,TAM,QB,25.0,16.0,16.0,380.0,626.0,5109.0,33.0,30.0,59.0,250.0,4.24,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,1.0,2.0,2.0,305.0,305.4,346.4,335.4,42.0,5.0,30.0,WinsJa00,TAM,38.0,69.0,55.07,289.0,19.0,1.0,20.0,41.0,48.78,108.0,15.0,1.0,All Jameis Winston red zone passing plays,WinsJa00,TAM,8.0,5.0,1.0,14.3%,5.0,1.0,1.0,13.9%,2.0,1.0,1.0,10.0%,All Jameis Winston red zone rushing plays,WinsJa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Larry Fitzgerald,104.0,WR41,103.8,123.0,ARI,WR,36.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,75.0,804.0,10.72,4.0,1.0,1.0,4.0,0.0,0.0,102.0,177.4,181.4,139.9,0.0,42.0,0.0,FitzLa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ARI,14.0,7.0,50.00%,27.0,3.0,20.3%,10.0,4.0,40.00%,10.0,3.0,31.3%,All Larry Fitzgerald red zone receiving plays,FitzLa00
Tom Brady,105.0,QB13,104.0,79.0,NWE,QB,42.0,16.0,16.0,373.0,613.0,4057.0,24.0,8.0,26.0,34.0,1.31,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,264.0,263.7,275.7,271.7,0.0,12.0,0.0,BradTo00,NWE,50.0,91.0,54.95,288.0,13.0,2.0,19.0,45.0,42.22,96.0,9.0,1.0,All Tom Brady red zone passing plays,BradTo00,NWE,11.0,8.0,3.0,13.8%,10.0,9.0,3.0,18.5%,5.0,5.0,3.0,19.2%,All Tom Brady red zone rushing plays,BradTo00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Lamar Jackson,106.0,QB14,104.3,2.0,BAL,QB,22.0,15.0,15.0,265.0,401.0,3127.0,36.0,6.0,176.0,1206.0,6.85,7.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0,416.0,415.7,429.7,421.7,152.0,1.0,2.0,JackLa00,BAL,38.0,60.0,63.33,263.0,24.0,0.0,18.0,28.0,64.29,90.0,16.0,0.0,All Lamar Jackson red zone passing plays,JackLa00,BAL,26.0,93.0,5.0,25.0%,14.0,36.0,5.0,24.6%,5.0,4.0,3.0,17.9%,All Lamar Jackson red zone rushing plays,JackLa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Peyton Barber,107.0,RB41,111.3,125.0,TAM,RB,25.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,154.0,470.0,3.05,6.0,24.0,16.0,115.0,7.19,1.0,1.0,1.0,7.0,1.0,0.0,101.0,116.5,123.5,108.5,0.0,39.0,0.0,BarbPe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TAM,22.0,56.0,6.0,39.3%,13.0,17.0,4.0,36.1%,8.0,5.0,4.0,40.0%,All Peyton Barber red zone rushing plays,BarbPe01,TAM,2.0,2.0,100.00%,14.0,1.0,3.1%,2.0,2.0,100.00%,14.0,1.0,5.3%,All Peyton Barber red zone receiving plays,BarbPe01
